CPU_Total,CPU_P1,CPU_P2,CPU_P3,CPU_P4,Disk_wrVolume,Disk_wraccessVolume,Load_1min,Load_5min,Load_15min,Mem_Avail,Mem_freeTotal,Ping_Time(ms),Ping_Min(ms),Ping_Max(ms),Ping_PacketLoss,Traffic_inVolume,Traffic_outVolume,Class
5,4,6,4,6,1981201.8,37.1821,0.145,0.1717,0.1717,6245052416,8578600277,257.8,169.3333,435.3333,0,997718.6719,934708.0621,TVM
5.1667,4,6.1667,4,6.1667,2396963.784,65.9159,0.36,0.225,0.19,6243246080,8578610517,259.9333,184,399.5,0,1006955.027,950343.8356,TVM
6,4.3333,7,4.3333,7,2029014.185,46.1824,0.33,0.2483,0.1983,6240622592,8577796779,261.6667,187.1667,395.5,0,1004123.155,934627.7147,TVM
6,4.5,7,4.5,7,1968359.949,35.8012,0.165,0.2133,0.185,6243829760,8582802773,235.2,172.6667,361.8333,0,1021414.954,950373.8956,TVM
5.5,4.5,6.5,4.5,6.5,1486280.663,38.7647,0.1433,0.1967,0.18,6252610219,8593389568,255.9333,173.1667,413,0,992189.6092,931032.9693,TVM
5,4,6,4,6,2018909.093,43.1595,0.145,0.1867,0.1783,6247196672,8589780309,252.7667,182.8333,364.8333,0,1009738.583,951735.4485,TVM
5.5,4.5,6,4.5,6,2026187.634,47.9669,0.1017,0.1633,0.1717,6244229120,8588616363,240.7667,172.5,361.6667,0,986547.0011,932718.0246,TVM
4,2,6,2,6,0,0,0.0467,0.1067,0.1383,4837392384,8689500160,23.3,6.5,68.3333,0,1686842.472,947820.8348,NTSwL
4,2,6.1667,2,6.1667,274432,33,0.1017,0.105,0.135,4842301440,8694417408,10.9667,5.6667,19.8333,0,1650626.829,953716.3303,NTSwL
4,2,7,2,7,0,0,0.2667,0.155,0.1483,4839763968,8691896320,9.3667,6.8333,12.8333,0,1611848.495,936378.4725,NTSwL
4,2,6,2,6,0,0,0.1383,0.135,0.14,4839032832,8691165184,14.9,6,37.3333,0,1649497.797,938136.3063,NTSwL
4,2,6,2,6,0,0,0.1583,0.14,0.14,4837914624,8690046976,9.2333,5.5,15.1667,0,1595569.403,946888.8937,NTSwL
4,2,6,2,6,327680,20,0.0667,0.1167,0.1317,4831851861,8683995819,10.9333,5.1667,22.5,0,1650816.2,936228,NTSwL
4,2,6,2,6,67171.9399,16.3994,0.0533,0.1,0.12,4841394859,8693596843,8.7,5.3333,13.8333,0,1756387.8,1005550.8,NTSwL
4,2,6,2,6,2460.0601,0.6006,0.0517,0.09,0.1133,4840981163,8693183147,9.9333,5,17.3333,0,1605027.353,946594.046,NTSwL
4,2,6,2,6,0,0,0.1417,0.105,0.1133,4838227968,8690429952,11.6333,5.3333,27.8333,0,1546268.171,878651.3126,NTSwL
4,2.3333,6,2.3333,6,381747.2,44,0.1983,0.1267,0.12,4840816640,8693028181,11.1667,6.3333,23,0,1630275.477,945509.8414,NTSwL
4,2.3333,6,2.3333,6,44236.8,9,0.1067,0.1117,0.1133,4832133120,8684359680,7.1667,4.5,11.1667,0,1603859.197,936033.1624,NTSwL
4,2,5.1667,2,5.1667,258835.2192,27.1922,0.0833,0.1033,0.1067,4841574400,8693810517,8.3667,4.8333,15.5,0,1586677.089,952740.1962,NTSwL
4,2,6,2,6,31980.7808,7.8078,0.0683,0.0917,0.1,4837530965,8689790293,10.7,5,21.6667,0,1634714.312,930139.7477,NTSwL
4,2,5.5,2,5.5,0,0,0.2633,0.1383,0.11,4830093312,8682352640,10.0667,4.8333,22.1667,0,1589527.37,936196.0561,NTSwL
4,2,6,2,6,27847.8799,6.7988,0.1567,0.1317,0.1083,4847684949,8699948373,11.8,5.5,28.1667,0,1594172.836,946656,NTSwL
4,2,5.5,2,5.5,4920.1201,1.2012,0.1067,0.12,0.1017,4844421803,8696689323,7.5333,4.8333,12.1667,0,1586981.467,927770.8509,NTSwL
4,2,5.5,2,5.5,327680,20,0.0767,0.1083,0.095,4839522304,8691798016,6.7667,4.3333,9.8333,0,1593685.529,944807.9868,NTSwL
4,2,5.8333,2,5.8333,49152,12,0.08,0.1017,0.0917,4839634261,8691959125,6.6333,4.1667,9.8333,0,1672021.802,1005348.974,NTSwL
4,2,6.3333,2,6.3333,0,0,0.1867,0.1233,0.0983,4844974080,8697298944,10.4333,4.8333,25.3333,0,1604085.879,936167.8879,NTSwL
4,2,6.8333,2,6.8333,0,0,0.0733,0.1017,0.09,4843091285,8695416149,7.6333,5,12.6667,0,1503083.319,879666.3379,NTSwL
4,2,6.3333,2,6.3333,0,0,0.0583,0.0883,0.0867,4836362240,8688687104,10.3333,5.5,19.3333,0,1693977.2,1003335.6,NTSwL
4,2,6.3333,2,6.3333,243275.3393,25.3934,0.08,0.0867,0.0883,4843859285,8696195072,7.8333,5,14,0,1495215.13,868829.1972,NTSwL
4,2,6,2,6,27060.6607,6.6066,0.1433,0.1017,0.09,4840660992,8693022720,8.9333,5.3333,15.6667,0,1609242.711,949139.6136,NTSwL
4,2,6,2,6,24576,4,0.1033,0.1,0.09,4834722475,8687097856,14.2,5.5,36.6667,0,1572209.159,933879.5892,NTSwL
4,2,6,2,6,0,0,0.2433,0.135,0.1,4846891008,8699273216,9.3333,5.5,15.5,0,1613635.4,944542.8,NTSwL
4,2,6,2,6,0,0,0.3383,0.1867,0.12,4843625131,8696007339,8.9,5.1667,13.3333,0,1596365.495,938082.0693,NTSwL
4,2,6,2,6,18022.4,4.4,0.2183,0.1783,0.1183,4840701952,8693084160,7.7,5,11,0,1629386.941,936270.0561,NTSwL
4,2,6.1667,2,6.1667,2457.6,0.6,0.1383,0.16,0.1117,4831503019,8683885227,11.7,5.1667,24.6667,0,1700785.142,1003388.849,NTSwL
4,2,6.6667,2,6.6667,376832,32,0.0617,0.135,0.1033,4845296981,8697722880,9.2333,4.8333,17.3333,0,1615586.551,946613.8879,NTSwL
4,2,6,2,6,0,0,0.035,0.11,0.0917,4834732715,8687180459,13.5333,5.1667,26.8333,0,1555519.674,925837.984,NTSwL
4.1667,2.1667,6.5,2.1667,6.5,696927.4228,69.1603,0.0483,0.1017,0.09,4840587264,8695363584,38.1667,7.6667,112.5,0,1566213.598,877433.154,NTSwL
6,3,8.6667,3,8.6667,255802.1772,36.0397,0.015,0.08,0.0817,4830751403,8687871317,63.1,11.1667,147.8333,0,1660269.8,963594.8,NTSwL
5,2.1667,7.8333,2.1667,7.8333,108134.4,13.8,0.1833,0.1133,0.0917,4831530325,8688663893,12.1333,5,24.5,0,1597852.344,936164.705,NTSwL
4,2,6.3333,2,6.3333,0,0,0.1283,0.1067,0.09,4836447573,8693581141,8.4667,5.3333,13,0,1567134.456,879519.695,NTSwL
4.1667,2.1667,7,2.1667,7,0,0,0.185,0.125,0.0967,4830601216,8687734784,36.7,12.1667,92.3333,0,1742894.483,1003174.465,NTSwL
4,2,7,2,7,27852.8,6.8,0.2583,0.1533,0.105,4824713216,8681850880,11.1,5.8333,19.8333,0,1612938.584,944650.2902,NTSwL
4,2,7,2,7,4915.2,1.2,0.3967,0.2167,0.1283,4836815531,8693953195,10.3333,5.1667,21.3333,0,1561186.18,938276.8909,NTSwL
4,2,7,2,7,0,0,0.1717,0.1833,0.1183,4834644651,8691778219,22.4333,6,56.3333,0,1498242.966,877256.3163,NTSwL
4,2,6.3333,2,6.3333,311296,20,0.0867,0.1533,0.11,4834041856,8691186347,9.3667,4.6667,16.3333,0,1727008.39,1005591.756,NTSwL
4,2,6.3333,2,6.3333,416972.8,54.6,0.1083,0.1483,0.1067,4838462805,8695672149,10.1,5,20.1667,0,1492466.229,869049.0791,NTSwL
4,2,7,2,7,41779.2,8.4,0.0417,0.12,0.095,4831422464,8688646144,10.9333,5.6667,18.8333,0,1621125.768,946879.2028,NTSwL
4,2,7,2,7,161269.2372,16.985,0.095,0.1167,0.095,4828719787,8685955755,12.6667,5.6667,29.3333,0,1573232.26,936082.818,NTSwL
4,2,7,2,7,113162.7628,15.015,0.1417,0.1233,0.095,4832716117,8689968469,39.2333,8.5,93.1667,0,1569324.34,936511.182,NTSwL
4,2,7,2,7,0,0,0.115,0.1167,0.0917,4829115733,8686368085,13.2667,7.3333,22,0,1641481.2,955030.8,NTSwL
4,2,7,2,7,27847.8799,6.7988,0.2017,0.14,0.1,4823889237,8681145685,32.5333,6.8333,118.5,0,1675366.289,994828.9181,NTSwL
4.8333,2.5,7.1667,2.5,7.1667,4920.1201,1.2012,0.135,0.135,0.0967,4833672533,8690933077,13.9,7.3333,29.1667,0,1576463.468,944607.037,NTSwL
5.8333,3,7.8333,3,7.8333,0,0,0.18,0.1433,0.1,4829396992,8686653440,8.1,5.6667,12.6667,0,1575136.175,938126.9571,NTSwL
4.8333,2.3333,7.5,2.3333,7.5,0,0,0.1917,0.1517,0.1,4824713216,8681965568,13.3667,6.8333,32.1667,0,1599691.99,936338.0619,NTSwL
4,2,6.8333,2,6.8333,0,0,0.25,0.1733,0.1083,4821833728,8679086080,13.0667,7.1667,26.6667,0,1606238.878,946717.8258,NTSwL
4,2,7,2,7,356352,31,0.1267,0.1533,0.1033,4829259776,8686555819,11.7,5.8333,27.1667,0,1620628.2,936266,NTSwL
4,2,7,2,7,0,0,0.11,0.1383,0.0983,4834883584,8692201472,27.6333,7,80.6667,0,1599281.425,946508.865,NTSwL
4,2,7,2,7,161269.2372,16.985,0.08,0.1267,0.0917,4828272640,8685601451,11.5667,6,20.6667,0,1610083.522,936241.3092,NTSwL
4,2,7,2,7,113162.7628,15.015,0.0283,0.1017,0.085,4824543232,8681885696,15.3667,6.6667,28.3333,0,1597534.779,946726,NTSwL
4,2,6.5,2,6.5,0,0,0.0517,0.0933,0.0833,4821661696,8679004160,19.0667,8,42.1667,0,1597501.074,936359.8258,NTSwL
5.3333,2.8333,7.5,2.8333,7.5,0,0,0.0233,0.075,0.08,4827515563,8684858027,16.8667,7.1667,38,0,1536833.688,879271.2693,NTSwL
4,2,6.6667,2,6.6667,0,0,0.0483,0.07,0.0783,4832320853,8689663317,22.3333,7.1667,66.3333,0,1730406.423,1003528.849,NTSwL
4,2,6.3333,2,6.3333,18019.9399,4.3994,0.0283,0.06,0.0717,4828342955,8685685419,14.2,7,31.3333,0,1521278.78,887874.1882,NTSwL
4,2,6.8333,2,6.8333,2460.0601,0.6006,0.0217,0.05,0.07,4821809835,8679152299,9.7333,6.5,15.3333,0,1680688.709,995235.6937,NTSwL
4.8333,2.8333,7,2.8333,7,0,0,0.1383,0.0717,0.0767,4828498603,8685841067,21.5333,6.8333,57.6667,0,1604886.508,944471.6817,NTSwL
5.6667,3,7.6667,3,7.6667,0,0,0.205,0.1083,0.09,4825740629,8683083093,13.3333,6.5,27.5,0,1507066.892,879673.5183,NTSwL
4.8333,2.5,7.3333,2.5,7.3333,0,0,0.1883,0.12,0.0917,4819888811,8677231275,163.4667,40.5,436.3333,0,1721644.971,994444.797,NTSwL
5.3333,2.8333,7.5,2.8333,7.5,236719.2793,23.7928,0.0717,0.0983,0.0867,4830497451,8687850837,29.5667,8.6667,92.1667,0,1490449.029,869550.403,NTSwL
5.8333,2.8333,8,2.8333,8,29520.7207,7.2072,0.0583,0.085,0.0817,4822640640,8680007680,195.3667,19.3333,494.6667,0,1649524.957,947558.5903,NTSwL
4,2,7,2,7,0,0,0.0383,0.075,0.08,4817397077,8674764117,82.7,10.8333,251.3333,0,1638654.932,914383.1875,NTSwL
4.1667,2.1667,7,2.1667,7,0,0,0.0717,0.07,0.0783,4815548416,8672915456,32.7667,7.3333,86,0,1675953.471,1003275.996,NTSwL
4,2,6.6667,2,6.6667,0,0,0.2717,0.1267,0.1,4820000085,8677367125,26.6,6,56.8333,0,1590753.526,941309.148,NTSwL
4,2,7,2,7,18022.4,4.4,0.1583,0.12,0.0917,4825442987,8682810027,12.3667,7.3333,20,0,1522307.27,874308.0031,NTSwL
4,2,7,2,7,2457.6,0.6,0.1233,0.115,0.09,4818307072,8675674112,29.3333,6.5,82.3333,0,1803988.597,1011709.51,NTSwL
5.5,2.8333,7.6667,2.8333,7.6667,0,0,0.0867,0.1083,0.09,4821901312,8679268352,58.7667,13.8333,195,3.3333,1704437.647,816998.365,NTSwL
4.8333,2.3333,7.5,2.3333,7.5,707678.208,67.177,0.1183,0.1067,0.0883,4823561557,8680955221,8.4667,5,16,0,1600554.4,944554.8,NTSwL
6,3,8.3333,3,8.3333,66465.792,13.823,0.1933,0.13,0.0967,4815486976,8672968704,12.8667,6.1667,25.3333,0,1588512.4,938243.2,NTSwL
5.6667,3,7.8333,3,7.8333,168592.6733,21.7856,0.1267,0.1217,0.0917,4812178773,8669671424,23.2667,5.5,82.6667,0,1596444.603,936019.1624,NTSwL
4,2,7,2,7,81263.3267,7.2144,0.1117,0.12,0.0917,4825333760,8682840064,8.6,4.1667,16.3333,0,1617049.997,936330.8376,NTSwL
4,2,6.8333,2,6.8333,0,0,0.0383,0.095,0.0833,4819229355,8676735659,10.4,6.1667,18.1667,0,1707235.915,1005243.124,NTSwL
5.8333,2.8333,8.5,2.8333,8.5,32768,8,0.11,0.1033,0.09,4817467392,8674977792,32.9333,7.1667,102.8333,0,1495158.885,869252.0756,NTSwL
5.6667,2.8333,8.1667,2.8333,8.1667,0,0,0.1183,0.1,0.09,4811147947,8668662443,14.5,7,28,0,1636758.355,952667.1996,NTSwL
5.8333,2.8333,8.5,2.8333,8.5,0,0,0.2017,0.1267,0.0967,4823759531,8681269931,50.1,8.1667,145.1667,0,1576936.782,886080.7628,NTSwL
4.5,2.1667,7.3333,2.1667,7.3333,0,0,0.1917,0.1383,0.0983,4823736320,8681242624,12.2667,6.6667,24.1667,0,1644792.56,946586,NTSwL
5.1667,2.5,8,2.5,8,0,0,0.2267,0.1533,0.1033,4819392512,8676898816,17.3667,8.3333,37.8333,0,1594780.534,932714.1742,NTSwL
5.6667,3,7.8333,3,7.8333,0,0,0.2217,0.1667,0.1083,4814924459,8672430763,9.8,6.3333,14,0,1588136.911,939653.7698,NTSwL
5.6667,2.6667,8,2.6667,8,0,0,0.1183,0.145,0.1,4820047872,8677554176,10.0333,5.3333,18.6667,0,1600740.952,927900.8909,NTSwL
4,2,7,2,7,640614.4,60.4,0.1717,0.1483,0.1033,4825668267,8683259904,9,5.6667,14.8333,0,1602359.108,944664.0028,NTSwL
5.6667,2.6667,8,2.6667,8,39321.6,9.6,0.19,0.1633,0.1033,4819052544,8676820992,37.8,8.8333,118.5,0,1737505.939,1002063.909,NTSwL
5,2.5,7.5,2.5,7.5,0,0,0.1283,0.1467,0.1,4814945621,8672714069,79.3,6.6667,254.3333,0,1635580.898,939560.8246,NTSwL
6,3,8,3,8,0,0,0.0583,0.1217,0.09,4828324523,8686098432,14.8,6.5,35,0,1498299.364,869204.4661,NTSwL
5.8333,3,7.8333,3,7.8333,0,0,0.195,0.145,0.1,4822661803,8680438443,34.3333,7.1667,125.8333,0,1630665.187,946526.7972,NTSwL
4.3333,2.3333,6.8333,2.3333,6.8333,20480,5,0.2383,0.1667,0.105,4816297301,8674076672,11,6.1667,17.3333,0,1616492.054,944575.1652,NTSwL
4,2,6.8333,2,6.8333,0,0,0.1617,0.16,0.105,4824095403,8681872043,12.2667,6.6667,27.3333,0,1628423.322,936224.3423,NTSwL
4,2,7,2,7,0,0,0.1133,0.145,0.0983,4819509931,8677286571,21.4667,7.1667,69.6667,0,1718794.447,1005509.413,NTSwL
4.3333,2.1667,7.1667,2.1667,7.1667,0,0,0.0533,0.1183,0.09,4811442176,8669218816,26.9667,7.8333,67.3333,0,1519821.989,835737.0819,NTSwL
6.6667,3.1667,10.1667,3.1667,10.1667,0,0,0.1683,0.135,0.0967,4809764864,8667541504,14.6,6.6667,33.8333,0,1603921.006,935901.264,NTSwL
4.1667,2,7.1667,2,7.1667,573440,51,0.1033,0.125,0.0933,4825720832,8683554816,233.4,116.3333,389.1667,0,1658259.794,936448.736,NTSwL
4.3333,2.3333,7,2.3333,7,49152,12,0.3833,0.195,0.1167,4816132096,8674002944,52.9333,6.6667,110.6667,0,1572094.792,935979.1063,NTSwL
5,2.8333,7.1667,2.8333,7.1667,0,0,0.3433,0.215,0.1267,4813983744,8671854592,12.4,6.3333,24.3333,0,1620826.588,946656,NTSwL
4,2,7,2,7,0,0,0.2183,0.205,0.1267,4812574037,8670444885,9.4667,5.8333,16.6667,0,1616343.62,928086.0937,NTSwL
4,2,7,2,7,229376,46,0.1517,0.185,0.12,4827016533,8684965888,55.7667,7,162.5,0,1625157.98,946452.8693,NTSwL
4,2,6.8333,2,6.8333,36034.9499,8.7976,0.0867,0.16,0.1167,4820484096,8678453248,81.8,10.5,165.3333,0,1570163.443,944663.0931,NTSwL
4,2,6.1667,2,6.1667,4925.0501,1.2024,0.075,0.14,0.11,4819066880,8677040128,19.6667,6,52.6667,0,1590984.977,944829.6376,NTSwL
4,2,6,2,6,0,0,0.1383,0.1467,0.11,4819066880,8677040128,14.5333,6,35.5,0,1620875.939,938313.0789,NTSwL
4.1667,2.1667,6.8333,2.1667,6.8333,270336,23.8,0.1017,0.13,0.1017,4819565909,8677549397,19.1667,7,54.8333,0,1605991.979,936021.2274,NTSwL
4.5,2.5,7,2.5,7,172032,32.2,0.1267,0.1333,0.1,4822581248,8680585899,41.6,15.5,125.1667,0,1627825.482,946818.8937,NTSwL
4,2,6.6667,2,6.6667,155648,17,0.0867,0.1167,0.095,4814981803,8672998741,25.9,6.6667,68.6667,0,1587752.366,927650.0693,NTSwL
4,2,6.1667,2,6.1667,110592,15,0.1133,0.12,0.0933,4814759936,8672790528,16.6333,6.8333,36.5,0,1611287.808,946599.9439,NTSwL
4.1667,2.1667,6.8333,2.1667,6.8333,0,0,0.17,0.1233,0.0967,4820829525,8678860117,8.6333,6,12.1667,0,1632931.826,940169.9868,NTSwL
4.1667,2.1667,7,2.1667,7,27847.8799,6.7988,0.2833,0.1717,0.11,4810857131,8668891819,19.4667,6.6667,42.8333,0,1627114.234,940671.2344,NTSwL
4,2,6.8333,2,6.8333,4920.1201,1.2012,0.1233,0.145,0.1033,4816956757,8674995541,13.8,5.6667,33.8333,0,1603813.994,946743.9279,NTSwL
4,2,6.1667,2,6.1667,0,0,0.1017,0.13,0.0967,4824840875,8682875563,32,6.3333,85.3333,0,1595605.372,936490.8376,NTSwL
4,2,6.3333,2,6.3333,0,0,0.145,0.135,0.0967,4817102848,8675133440,27.6,5.6667,67.8333,0,1621992.656,946535.1624,NTSwL
4,2,6.8333,2,6.8333,0,0,0.0917,0.12,0.09,4818303659,8676334251,200.0667,12.3333,589.3333,0,1613327.97,929089.6697,NTSwL
4,2,6.6667,2,6.6667,0,0,0.0883,0.1133,0.09,4822511616,8680542208,184.0333,11,463.1667,0,1571314.774,933071.168,NTSwL
4,2,7,2,7,0,0,0.035,0.0917,0.0833,4817267371,8675297963,12.7333,5.8333,31,0,1643562.6,937457.6,NTSwL
4,2,6.3333,2,6.3333,153901.3574,16.985,0.1,0.0967,0.0883,4813422592,8671464107,10.1,5.6667,18.6667,0,1609823.33,945145.434,NTSwL
4,2,6.5,2,6.5,108242.6426,15.015,0.055,0.0833,0.0833,4821409109,8679464277,90.6,11.8333,226.3333,0,1586424.67,936472.966,NTSwL
4,2,6.8333,2,6.8333,0,0,0.03,0.0683,0.08,4812736512,8670791680,65.4667,10.1667,168.1667,0,1609255.4,936154.4,NTSwL
4,2,6.1667,2,6.1667,0,0,0.2367,0.1117,0.095,4814811819,8672866987,13.1333,5.3333,36.8333,0,1681752.464,1005350.446,NTSwL
4,2,7,2,7,0,0,0.2183,0.135,0.1017,4820092928,8678148096,10.4667,5.8333,20.3333,0,1596013.554,936124.0721,NTSwL
4,2,7,2,7,18019.9399,4.3994,0.1617,0.1317,0.0967,4818705067,8676760235,10.2,5.3333,17,0,1598729.833,946656,NTSwL
4,2,6.1667,2,6.1667,2460.0601,0.6006,0.14,0.13,0.095,4832055296,8690110464,8.9667,6.5,12.6667,0,1605321.74,936284.4843,NTSwL
4,2,6,2,6,0,0,0.1317,0.1233,0.0933,4831102976,8689158144,9.3667,5.3333,15.6667,0,1485144.946,868742.5485,NTSwL
4,2,6,2,6,0,0,0.115,0.125,0.0917,4842986837,8701042005,8.0333,5.5,11.5,0,1664770.264,1014082.849,NTSwL
4,2,6.6667,2,6.6667,0,0,0.12,0.1217,0.09,4839374848,8697430016,65.1,13.5,179.6667,0,1580956.448,877198.2503,NTSwL
4,2,7,2,7,153901.3574,16.5856,0.0733,0.1067,0.09,4834226859,8692292949,8.5,5.8333,13,0,1585393.79,944617.2773,NTSwL
4,2,7,2,7,124626.6426,17.4144,0.0717,0.0967,0.0883,4826995371,8685081941,16.4333,5.3333,38.3333,0,1582355.363,938467.6725,NTSwL
4,2,6.5,2,6.5,0,0,0.125,0.1067,0.09,4821770240,8679858176,10.3667,5.1667,19.6667,0,1606507.8,927853.2,NTSwL
4,2,6.8333,2,6.8333,0,0,0.07,0.095,0.0883,4821569536,8679657472,42.6667,6.5,85.8333,0,1608181.925,954761.9784,NTSwL
4,2,7,2,7,0,0,0.0967,0.0933,0.09,4830673579,8688761515,13.6,6.1667,35.6667,0,1704829.19,995138.3266,NTSwL
4,2,7,2,7,20480,5,0.2083,0.1217,0.0983,4832221867,8690309803,9.7,6.1667,14.6667,0,1535892.118,877324.1839,NTSwL
4,2,7,2,7,0,0,0.1367,0.1183,0.0967,4839879339,8697967275,33.6333,7,118.5,0,1611085.539,938268.2523,NTSwL
4,2,6.8333,2,6.8333,0,0,0.1783,0.13,0.0967,4837554176,8695642112,48,7,124.6667,0,1702363.075,1003413.033,NTSwL
4,2,6.8333,2,6.8333,366077.4374,44.1792,0.27,0.17,0.11,4831287296,8689383424,15.8333,7.6667,31,0,1598101.254,946669.9439,NTSwL
4,2,6.6667,2,6.6667,39426.5626,7.8208,0.1633,0.1567,0.1067,4824502272,8682610688,74.4333,38.5,130.3333,0,1598674.1,936315.8819,NTSwL
4,2,7,2,7,152696.9449,16.8179,0.0583,0.125,0.095,4821835776,8679955115,56.1,7.3333,96,0,1519790.766,877164.932,NTSwL
4,2,6.6667,2,6.6667,109447.0551,15.1821,0.05,0.11,0.09,4821577728,8679710720,44.7667,18.3333,70.1667,0,1619611.06,938298.2652,NTSwL
4,2,6.1667,2,6.1667,0,0,0.0367,0.0933,0.0867,4840648704,8698781696,52.0667,6.5,120,0,1646825.574,944680.0028,NTSwL
4.5,2.1667,7.3333,2.1667,7.3333,32768,8,0.0367,0.08,0.08,4834908160,8693045248,415.4333,313,510.5,0,1591759.192,915215.1624,NTSwL
5.5,2.8333,8.3333,2.8333,8.3333,0,0,0.0883,0.0867,0.085,4829579264,8687720448,9.9333,6.1667,17,0,1707621.008,1005569.638,NTSwL
4.6667,2.3333,7.1667,2.3333,7.1667,0,0,0.035,0.0717,0.08,4824934400,8683071488,19.4333,7,49.8333,0,1584823.828,936110.046,NTSwL
4.6667,2.6667,6.6667,2.6667,6.6667,0,0,0.1333,0.0883,0.0867,4829803179,8687936171,69.4333,7.5,206.6667,0,1508778.22,879319.2232,NTSwL
4.1667,2.1667,6.5,2.1667,6.5,0,0,0.2767,0.1333,0.0983,4835159381,8693292373,18.6667,6.8333,48.8333,0,1588152.459,936195.7887,NTSwL
4,2,6.1667,2,6.1667,0,0,0.31,0.175,0.115,4829140992,8687273984,155.8,62.3333,214.5,0,1772364.73,1003504.932,NTSwL
4,2,7,2,7,0,0,0.1383,0.1483,0.1067,4827320320,8685453312,31.5,7.5,91.5,0,1655404.172,946610.1842,NTSwL
4.8333,2.3333,7.3333,2.3333,7.3333,212992,20,0.1033,0.1333,0.1,4825214293,8683358208,152.2333,12.1667,385.3333,0,1634494.212,936110.6908,NTSwL
4.3333,2.3333,6.5,2.3333,6.5,49152,12,0.0767,0.12,0.0933,4838509909,8696667477,142.4333,12.6667,353,0,1706825.979,936371.135,NTSwL
4,2,6.6667,2,6.6667,0,0,0.0267,0.0967,0.0867,4833961984,8692119552,125.7333,13,294,0,1570414.4,866927.2,NTSwL
4.6667,2.6667,6.8333,2.6667,6.8333,0,0,0.115,0.1033,0.0917,4825169920,8683327488,90.7,20.1667,262.1667,0,1598273.131,927600.1253,NTSwL
4.1667,2.1667,7,2.1667,7,0,0,0.1267,0.1067,0.09,4837583531,8695741099,8.7,6.1667,12.8333,0,1713818.87,1007309.475,NTSwL
4,2,7,2,7,18019.9399,4.3994,0.1717,0.1217,0.095,4832543403,8690700971,11.7333,5.8333,27.8333,0,1479183.8,875703.6,NTSwL
5,2.5,7.8333,2.5,7.8333,2460.0601,0.6006,0.1467,0.125,0.095,4825536512,8683694080,11.0667,6.5,19.1667,0,1651539.314,999024.0484,NTSwL
5,2.5,8.1667,2.5,8.1667,0,0,0.14,0.1233,0.0933,4839843157,8698000725,131.0333,7.8333,250.8333,0,1615225.916,948792.8909,NTSwL
5.5,2.8333,7.6667,2.8333,7.6667,0,0,0.1583,0.1333,0.0967,4839917568,8698075136,9.1667,5.6667,16.6667,0,1521060.771,879559.8607,NTSwL
4,2,7,2,7,0,0,0.1783,0.14,0.0967,4835191467,8693349035,7.8667,5.1667,12.3333,0,1738440.27,994884.9181,NTSwL
4,2,6.8333,2,6.8333,153829.376,16.975,0.195,0.15,0.1,4828233045,8686401536,14.9667,7,39.8333,0,1672232.662,946408.0059,NTSwL
4.5,2.3333,7.1667,2.3333,7.1667,108314.624,15.025,0.1167,0.1333,0.0917,4836670805,8694852949,14.5667,6.8333,33,0,1635248.225,936516.0502,NTSwL
4,2,6.8333,2,6.8333,0,0,0.0867,0.12,0.09,4832156331,8690338475,39.7,14,70.6667,0,1600794.599,946626.6908,NTSwL
4,2,7,2,7,0,0,0.0733,0.1067,0.09,4828590080,8686772224,16.1667,6.1667,47.6667,0,1496569.437,868990.4603,NTSwL
4,2,7,2,7,0,0,0.1683,0.125,0.0933,4827643904,8685826048,16.2667,5,44.3333,0,1669667.788,1003402.793,NTSwL
4,2,6,2,6,18019.9399,4.3994,0.1717,0.135,0.095,4831517355,8689699499,9.9667,5,23.3333,0,1622466.82,946773.8819,NTSwL
4.1667,2.1667,6.6667,2.1667,6.6667,2460.0601,0.6006,0.1083,0.1183,0.09,4837890731,8696072875,26.0333,6.8333,58.5,0,1616345.817,936238.6024,NTSwL
4.1667,2,7.1667,2,7.1667,0,0,0.1017,0.115,0.09,4827273216,8685455360,9.9667,5.6667,16.8333,0,1583228.479,946511.5157,NTSwL
4,2,6,2,6,265280.5766,23.7718,0.105,0.1117,0.09,4827896491,8686088875,9.0667,6.3333,15,0,1608763.949,936242.2703,NTSwL
4,2,7,2,7,140223.4234,28.2282,0.1483,0.1217,0.0917,4828263083,8686469803,12.8,6.3333,24.6667,0,1618907.227,936211.6016,NTSwL
4,2,7,2,7,153901.3574,16.985,0.2533,0.1483,0.1017,4826157056,8684374699,17.8333,7.3333,43.5,0,1647733.528,946958.01,NTSwL
5,2.8333,7.1667,2.8333,7.1667,108242.6426,15.015,0.3033,0.185,0.1167,4828771669,8687002965,64.0667,14.6667,128.6667,0,1636482.764,936124.046,NTSwL
5.1667,2.6667,7.5,2.6667,7.5,0,0,0.1467,0.1633,0.1083,4836564992,8694796288,10.1333,5.5,18.8333,0,1606129.467,946656,NTSwL
4.6667,2,7.6667,2,7.6667,36039.8799,8.7988,0.0933,0.14,0.1,4828913664,8687153152,13.1333,6.8333,29.1667,0,1489282.236,868859.2793,NTSwL
5.1667,2.8333,7.3333,2.8333,7.3333,4920.1201,1.2012,0.0933,0.1317,0.0967,4826003456,8684251136,9.7333,6.1667,16.8333,0,1681157.034,1003435.063,NTSwL
5.8333,3,8.5,3,8.5,0,0,0.0833,0.12,0.09,4838104405,8696347989,12.3667,6.8333,24.3333,0,1614017.745,946657.6016,NTSwL
