CPU_Total,CPU_P1,CPU_P2,CPU_P3,CPU_P4,Disk_wrVolume,Disk_wraccessVolume,Load_1min,Load_5min,Load_15min,Mem_Avail,Mem_freeTotal,Ping_Time(ms),Ping_Min(ms),Ping_Max(ms),Ping_PacketLoss,Traffic_inVolume,Traffic_outVolume,Class
6,4,8.1667,4,8.1667,2263375.405,36.0167,0.49,0.2317,0.1333,5341171029,8406362112,292.4667,54.6667,814.5,0,1382796.596,863149.6772,TSK
4.6667,3.5,6.1667,3.5,6.1667,2044149.658,39.04,0.4167,0.27,0.15,5332314112,8399418709,167.08,34.8,461,4,1230732.397,755626.4798,TSK
6,4,7.5,4,7.5,1397060.683,29.0935,0.215,0.24,0.1483,5344070315,8412572331,212.9333,152.8,304.8,20,790276.0966,607117.8028,TSK
14.8333,10.1667,19.8333,10.1667,19.8333,1842486.215,31.8606,0.3233,0.2567,0.1583,5340026880,8410163883,491.1,135.6667,858.3333,0,939520.4704,750667.4423,TSK
13.5,9.1667,18,9.1667,18,1922416.887,35.5847,0.5417,0.33,0.1917,5333245952,8405209088,474.8667,177.5,940.1667,0,1083155.891,874862.4977,TSK
8.8333,5.6667,11.8333,5.6667,11.8333,1942821.347,33.508,0.3817,0.3217,0.1933,5323526144,8397362517,148.1333,62.3333,333.8333,0,1102985.809,849896.3972,TSK
4.3333,3,6.3333,3,6.3333,1753045.21,59.8881,0.19,0.275,0.1833,5328598357,8404400811,399.3333,29.3333,768.6667,0,1397637.659,915258.792,TSK
4,3,6,3,6,2177839.892,35.9617,0.2233,0.2683,0.185,5325914112,8403728384,173.7667,47.8333,444.1667,0,1688474.238,936230,TSK
4,3,5.3333,3,5.3333,2135828.011,28.0482,0.1733,0.2483,0.18,5322774528,8402657280,189.5,42.5,410,0,1818263.284,946674,TSK
4,3,6,3,6,2142931.258,32.0049,0.37,0.2833,0.1967,5317527552,8399476053,159.7667,61.3333,305.1667,0,1640822.452,936373.6512,TSK
4,3,5.8333,3,5.8333,2148761.6,35.4,0.2833,0.2767,0.1967,5314325163,8398333952,92.5,45.5,178.3333,0,1339183.073,946644.8666,TSK
4.5,3,6.5,3,6.5,2104115.2,40.6,0.2133,0.255,0.1883,5312029355,8398064981,330.9667,169.3333,565.8333,0,1482119.999,838689.9442,TSK
4.6667,3,6.5,3,6.5,2134126.293,31.9951,0.27,0.2683,0.1967,5320585216,8408643584,190.1,91.8333,332.6667,0,1324752.945,936220.1739,TSK
4,3,5.6667,3,5.6667,1928678.887,33.1021,0.1583,0.2283,0.185,5315123200,8405243221,147.4,16.6,402.2,0,1685314.397,935296.7693,TSK
4,3,5.1667,3,5.1667,2559992.644,87.9988,0.1633,0.22,0.1833,5302039893,8394151936,132.6786,44.7143,298.2857,2.8571,1322569.343,895385.0567,TSK
4,3,5.3333,3,5.3333,2183192.576,36.004,0.1083,0.1917,0.1733,5299191808,8393376427,120.9,44.3333,297.8333,0,1223330.331,946312.4723,TSK
4.1667,3.1667,6,3.1667,6,2338816,63,0.1633,0.1883,0.175,5298804736,8395061931,217.5333,62.1667,488.5,0,1275280.979,905450.4737,TSK
4,3,5,3,5,2088726.189,37.2953,0.15,0.1833,0.175,5296095232,8394321920,258.4,62.5,515.5,0,1053292.537,904621.0541,TSK
4,3,5,3,5,2088205.062,36.5438,0.1583,0.1733,0.1733,5308295851,8408498859,206.3,61.1667,534,0,1075919.387,857680.0541,TSK
6,4.1667,7,4.1667,7,1785429.768,41.9306,0.4517,0.2517,0.1983,5299119445,8401035264,243.01,41.8,762,4,1068110.636,735260.2033,TSK
4,3,5.1667,3,5.1667,2007368.49,39.0535,0.305,0.2467,0.2,5291827200,8395583488,434.6857,109.7143,833,0,1227015.479,870077.9589,TSK
6.8333,4.8333,8.6667,4.8333,8.6667,2118935.339,33.3004,0.1967,0.2283,0.1917,5287698432,8393404416,610.3667,272.8333,1112,0,1052431.261,904245.5297,TSK
4.6667,3.3333,6.3333,3.3333,6.3333,2156271.067,33.5935,0.2033,0.2167,0.1867,5304832000,8412405760,195.8,33.6667,570.6667,3.3333,1194380.073,859556.9291,TSK
6.1667,4.1667,8,4.1667,8,1331037.717,33.9168,0.2733,0.2383,0.195,5297950720,8407437312,489.8333,192.1667,968.3333,0,1452964.588,842681.7694,TSK
5.5,3.8333,6.6667,3.8333,6.6667,2175472.898,33.2592,0.0983,0.1917,0.1783,5291417600,8402920107,269.0333,134.6667,486.5,0,1252372.828,918167.1772,TSK
6.1667,4.5,7.8333,4.5,7.8333,2083037.066,33.8762,0.2333,0.2083,0.185,5282131968,8395618304,214.8667,81.1667,387.8333,0,1192606.739,955058.5586,TSK
4.6667,3.3333,6,3.3333,6,1770741.878,59.6708,0.1467,0.19,0.1783,5284157440,8399443968,375.2767,102.2,925.8,12,965607.1351,664490.982,TSK
4.8333,3.5,6.1667,3.5,6.1667,1578812.662,29.7636,0.115,0.1683,0.1717,5289768960,8406448811,632.09,289.4,1110.8,4,664998.3369,568818.5838,TSK
4.8333,3.3333,6.3333,3.3333,6.3333,2154928.045,32.7896,0.0917,0.1533,0.1667,5286944768,8405153109,168.0333,29.3333,473.6667,3.3333,1213395.2,845347.8,TSK
4,3,5,3,5,2174556.508,30.0012,0.2217,0.1717,0.1717,5277055659,8397268309,130.6,25.3333,427.3333,0,1227741.361,907555.0078,TSK
4,3,4.8333,3,4.8333,1900595.713,28.0056,0.4283,0.2483,0.1967,5272369152,8394562219,280.4333,45.8333,878.1667,0,1229507.939,867760.1922,TSK
4,3,4.3333,3,4.3333,1695304.8,35.9523,0.3,0.2417,0.1933,5282832384,8406763520,165.3333,34.3333,459.8333,0,1192835.451,700057.6234,TSK
5.8333,4.1667,7.1667,4.1667,7.1667,1272087.655,27.7091,0.2883,0.2483,0.1967,5275078656,8400681643,335.6333,42.6667,737,0,1177577.953,816971.4405,TSK
4.5,3.3333,6,3.3333,6,2071016.125,31.3254,0.1367,0.21,0.185,5271767040,8399170901,247.8333,83,520.5,0,1006827.947,816218.5021,TSK
4,3,4.3333,3,4.3333,1695389.589,29.9083,0.07,0.1767,0.1717,5277550592,8406646784,465.0667,193.6667,805.3333,0,1004313.478,807946.7421,TSK
16.8333,13.3333,20.3333,13.3333,20.3333,12705018.31,63.8889,0.385,0.4567,0.6683,4178702336,8478974635,391.7833,118.8333,845.1667,3.3333,1616235.023,806671.4604,TVMwL
20.3333,15.8333,25.3333,15.8333,25.3333,13899869.76,96.7193,0.6917,0.5267,0.6767,4161566720,8474776235,247.4,43.5,751.5,0,1570990.327,886950.61,TVMwL
24.5,19.5,29,19.5,29,8464400.593,55.9729,0.8517,0.6067,0.6967,4162753877,8489040555,187.99,55.2,357.4,4,1621268.991,851397.3559,TVMwL
19.3333,15.1667,23.5,15.1667,23.5,13095483.38,65.427,0.6633,0.6,0.69,4150360064,8489693184,513.0833,175.1667,960.8333,3.3333,1560905.699,829806.7585,TVMwL
15.8333,12,18.8333,12,18.8333,13452654.73,65.8109,0.5183,0.5733,0.6733,4133692757,8486064811,245.6786,118.7143,392.2857,2.8571,1773273.266,973445.6239,TVMwL
15.3333,11.8333,18.5,11.8333,18.5,13740121.51,68.8676,0.3367,0.5067,0.645,4117309440,8483209216,146.8333,31.8333,375.5,0,1599957.103,895139.6512,TVMwL
14.6667,11.5,18,11.5,18,13664830.28,67.8813,0.4917,0.51,0.635,4104364032,8483840000,83.9,27.6667,190,0,1582144.375,941927.2738,TVMwL
15.4,12.6,18.4,12.6,18.4,12468973.78,64.8528,0.62,0.555,0.6433,4090171392,8482874709,332.89,124.2,714.4,20,1510096.169,711128.4086,TVMwL
23.8333,18.8333,28.3333,18.8333,28.3333,13088422.92,66.724,0.7417,0.5933,0.6483,4075119957,8479848448,424.2933,251.4,574.6,8,1573796.734,773387.9622,TVMwL
28.6667,24.6667,32.8333,24.6667,32.8333,11920643.97,109.851,0.8217,0.6483,0.6633,4060241920,8477172395,980.2533,546.8,1617.6,8,1295313.156,520931.0539,TVMwL
20.6667,16.3333,25.1667,16.3333,25.1667,12265097.56,58.2043,0.3833,0.56,0.63,4047471957,8476695211,300.6167,118.3333,642.3333,6.6667,1539284.155,825025.6602,TVMwL
18,14,21,14,21,13732028.19,92.773,0.5967,0.5733,0.6317,4029500757,8471711061,406.3667,133.8333,761.6667,0,1535941.678,802786.4981,TVMwL
17.8333,13.3333,21.6667,13.3333,21.6667,12617539.81,64.227,0.5817,0.58,0.63,4035980629,8490681685,213.9167,141.5,322.6667,3.3333,1745484.255,870960.6207,TVMwL
18.1667,14.5,22.1667,14.5,22.1667,13897728,66,0.6517,0.5983,0.635,4020959915,8489109504,21.3333,9.1667,43.1667,0,1583104.55,906003.5135,TVMwL
21.8333,17.1667,26.3333,17.1667,26.3333,12577798.59,65.8758,0.7283,0.6317,0.645,4006252544,8488080043,204.5917,35,414.3333,3.3333,1543349.748,852101.6013,TVMwL
26.1667,21.6667,30.1667,21.6667,30.1667,12846262.97,64.6473,0.6683,0.6317,0.6417,3991285760,8486279851,1301.6,386.75,2630.25,20,1187632.769,473789.6395,TVMwL
18.3333,14.3333,22.5,14.3333,22.5,12689218.43,63.4769,0.8217,0.67,0.6533,3977179136,8484240043,384.25,207.8333,705,3.3333,1672221.642,943100.3249,TVMwL
20.1667,15.5,24.5,15.5,24.5,13053333.74,64.9245,0.83,0.7117,0.6683,3961054549,8481269077,467.35,272.5,678,10,1550948.252,796786.1524,TVMwL
17.5,13.8333,21,13.8333,21,11718016.89,60.3871,0.6383,0.685,0.6617,3945704107,8478156117,387.1667,172.5,664.3333,0,1616486.12,851372.1467,TVMwL
23.5,19,28.1667,19,28.1667,14324519.13,68.6334,0.525,0.635,0.6417,3929707179,8475285504,121.3667,51.5,262.3333,0,1727503.756,889698.3703,TVMwL
20.1667,17,23.3333,17,23.3333,13426261.7,58.051,0.7317,0.6733,0.6567,3914872832,8473724245,181.8,35.1667,508.5,0,1624230.523,940971.3955,TVMwL
20.6667,16.3333,25.3333,16.3333,25.3333,13878534.14,94.804,0.6283,0.6583,0.6483,3899088896,8471429120,224.1333,54.8333,529.6667,0,1601222.165,931109.3559,TVMwL
22.6,18.8,26.2,18.8,26.2,13422578.44,68.7196,0.545,0.62,0.635,3902326101,8488016555,259.3333,51.1667,492.6667,0,1595160.84,845301.2316,TVMwL
21.7143,17.4286,26,17.4286,26,8828122.363,62.6804,0.655,0.6383,0.6367,3889729536,8488472576,240.2333,36.6667,567.5,0,1749717.111,987266.1749,TVMwL
25.1667,20.3333,29.8333,20.3333,29.8333,13478414.63,67.2753,0.5733,0.62,0.6317,3873873920,8485855232,183.7,37.8333,495.5,0,1588295.803,914543.67,TVMwL
25.3333,20.6667,29.8333,20.6667,29.8333,13804886.47,71.8617,1.005,0.715,0.665,3855863125,8481433600,120.2,14,327.5,0,1656179.748,946610.9369,TVMwL
24.5,19.3333,29.5,19.3333,29.5,13731472.3,73.9163,1.2633,0.8517,0.7167,3840727040,8479941973,264.3,88.3333,581.8333,0,1624990.805,914181.3027,TVMwL
36.3333,32.5,40.5,32.5,40.5,12643080.83,66.5431,1.4083,0.9517,0.7617,3826534400,8478988288,615.775,226.25,1392,15,1492118.199,698075.134,TVMwL
59,53.5,64.8333,53.5,64.8333,13764385.27,71.2805,1.805,1.1583,0.8483,3812685824,8478128811,325.1,135.1667,547.3333,0,1758211.342,876337.9642,TVMwL
37.1667,33.1667,41.3333,33.1667,41.3333,12766540.26,67.047,1.3067,1.1383,0.8583,3799009280,8477405867,698.25,301.6667,1291,13.3333,1543781.428,724388.9193,TVMwL
22.3333,18.5,26.5,18.5,26.5,12194838.87,72.8733,0.8117,1.0333,0.8383,3792031744,8482805760,643.3167,369.1667,932.5,13.3333,1587913.922,794769.2758,TVMwL
22.1667,18.5,25.6667,18.5,25.6667,13488034.39,98.9886,0.72,0.9633,0.825,3792576512,8496191488,120.8667,38.5,370.1667,0,1710057.296,947561.939,TVMwL
23.5,20,27.1667,20,27.1667,12959288.63,68.9444,1.2733,1.0617,0.8667,3779287040,8495589376,103.3333,36,275.1667,0,1595343.29,902648.3151,TVMwL
24.8333,20.1667,29,20.1667,29,13259323.94,69.0698,0.8033,0.985,0.855,3763503104,8492937216,273.9083,74,531.1667,3.3333,1472606.89,765502.4946,TVMwL
23.3333,18,28.8333,18,28.8333,13373792.18,59.1645,0.5067,0.8567,0.815,3747006464,8489710933,371.6333,131.1667,659.5,0,1489956.059,733363.3501,TVMwL
28.8333,21.6667,35.3333,21.6667,35.3333,13052620.04,75.7159,0.63,0.8283,0.8117,3733594112,8489147051,488.375,150.8333,939.5,3.3333,1609014.208,831667.6541,TVMwL
26,20.6667,31.3333,20.6667,31.3333,12919740.82,75.1168,0.6133,0.7883,0.8,3718867627,8486970709,549.68,285.8,842.2,4,1507805.695,765796.0876,TVMwL
28.5,22.8333,33.6667,22.8333,33.6667,13429997.32,59.904,0.6683,0.775,0.795,3701536085,8483050155,193.35,138.6667,286.8333,3.3333,1499590.748,724449.0771,TVMwL
22.6667,18.1667,27.1667,18.1667,27.1667,13443408.83,67.989,0.5183,0.7133,0.775,3684526080,8479044267,122.4,83.8,180.4,0,1682549.099,844053.2523,TVMwL
21.3333,17.1667,26,17.1667,26,13418428.93,117.0983,0.5783,0.6917,0.765,3674120875,8481772203,486.45,268.5714,784.8571,5.7143,1602902.036,821864.0714,TVMwL
27.8333,22.8333,33,22.8333,33,12908210.14,63.4032,0.7683,0.7233,0.7683,3668994048,8489325227,450.375,246.8333,763,3.3333,1567435.093,835212.0851,TVMwL
25.5,20.6667,30.5,20.6667,30.5,9416882.325,87.3394,1.2217,0.8617,0.8133,3647658667,8481329152,107.6833,48.6667,220,3.3333,1702865.263,878364.1265,TVMwL
20.5,16.5,24.6667,16.5,24.6667,13625220.21,64.569,1.355,0.9467,0.8467,3629983061,8477065899,183.7,34.8333,467.6667,0,1428069.465,693551.9782,TVMwL
29.6667,24,35,24,35,13776562.66,69.6832,1.2717,1.0017,0.8733,3614403925,8475015168,84.6667,28.8333,205.1667,0,1757191.651,946832.7348,TVMwL
27.6667,22.3333,33.1667,22.3333,33.1667,13742413.34,78.1168,1.1617,1.0333,0.895,3610017109,8484207275,163.1917,35.3333,464.6667,3.3333,1612127.718,831862.1139,TVMwL
25.6667,21.1667,30.3333,21.1667,30.3333,13409847.86,68.607,0.7417,0.9383,0.875,3593428992,8480961195,403.9833,221.8333,624.6667,3.3333,1710072.827,914806.8614,TVMwL
22.8333,18.1667,27.5,18.1667,27.5,13478239.8,68.5563,0.6083,0.855,0.845,3579499179,8480320853,98.36,36.8,196.8,0,1717750.281,875225.9626,TVMwL
23.8333,19.5,28.1667,19.5,28.1667,13646919.09,66.2101,0.5383,0.7867,0.82,3564705792,8478903637,168.4429,43,286.4286,2.8571,1827598.98,851975.3569,TVMwL
29.8333,24.1667,35.5,24.1667,35.5,11366265.68,67.0994,0.8317,0.83,0.8283,3561364139,8488708096,239,118.8333,448.8333,0,1476776.991,790866.3072,TVMwL
29.5,24,35.3333,24,35.3333,15290857.97,74.1481,0.99,0.8783,0.8467,3548342272,8489064448,115.5,42.1667,263.1667,0,1788006.868,929974.2759,TVMwL
25.6667,20.5,31.1667,20.5,31.1667,12703378.34,70.0452,0.7333,0.8233,0.8283,3533766656,8487701163,179.975,78.3333,412.6667,3.3333,1725126.729,840461.9261,TVMwL
31.5,25.8333,37.3333,25.8333,37.3333,12312355.83,100.2269,0.6383,0.7833,0.81,3516882944,8484464640,157.525,28.5,312.3333,3.3333,1665115.323,881693.9928,TVMwL
33.6667,28.5,38.3333,28.5,38.3333,13119425.27,66.9923,0.585,0.7333,0.7933,3503172267,8483758763,152.2333,34.6667,399.8333,0,1684067.444,938780.3873,TVMwL
41.8333,36.6667,47,36.6667,47,15171916.11,74.6036,0.8233,0.7767,0.8083,3488851968,8482961408,104.4333,32.5,260.6667,0,1653650.233,943069.6198,TVMwL
27.8333,23.5,32.1667,23.5,32.1667,12312957.31,67.8979,0.5367,0.7133,0.785,3474628608,8481462272,140.6,34,350.5,0,1507529.8,876517.4,TVMwL
28.5,23.5,33.5,23.5,33.5,11550127.95,66.5133,0.595,0.6867,0.7717,3459532800,8479716011,217.5333,41.8333,655.1667,0,1580992.349,884622.8388,TVMwL
26.5,21.8333,31.5,21.8333,31.5,13085046.44,72.7957,0.805,0.73,0.7783,3456396629,8489444011,175.5,35.8333,506.6667,0,1801022.591,945998.0152,TVMwL
24.8333,19.8333,29.6667,19.8333,29.6667,14178030.19,74.3858,0.9667,0.7867,0.7983,3442206720,8488771584,235.3333,43.6667,696.5,0,1639710.18,926887.1892,TVMwL
28.5,24,32.8333,24,32.8333,12095364.41,58.8157,0.855,0.795,0.8017,3426341547,8486247765,194.8417,36.6667,595.6667,3.3333,1548877.982,831704.9369,TVMwL
24.8333,20.5,29.1667,20.5,29.1667,13647264.22,76.9258,0.5617,0.7267,0.7783,3409682432,8483001003,125.4,38.3333,291.3333,0,1643210.117,930707.9279,TVMwL
22.6667,17.8333,27.3333,17.8333,27.3333,13400117.68,65.7566,0.7667,0.7483,0.785,3394801664,8481361237,206.4333,37.6667,728.6667,0,1587265.389,849100.7519,TVMwL
34.1667,27.8333,40.1667,27.8333,40.1667,14010499.37,92.266,0.9983,0.8183,0.8067,3377328811,8477386752,126.9667,32.8333,378.6667,0,1620003.069,887783.857,TVMwL
27,21.6667,32.3333,21.6667,32.3333,13185446.73,62.0516,0.955,0.8483,0.82,3363383296,8476613973,120.1667,29,256.1667,0,1625444.085,839665.945,TVMwL
21.1667,17.1667,25.1667,17.1667,25.1667,7603083.835,50.8492,0.5983,0.7683,0.7933,3352674304,8475733333,72.52,32.2,170.8,0,1608939.097,884019.5182,TVMwL
22.5,17.8333,27.1667,17.8333,27.1667,758114.996,47.0347,0.7783,0.7833,0.8,3364741120,8488584533,152.6643,35.5714,384.2857,2.8571,1611297.65,884511.868,TVMwL
27.8333,22.6667,32.8333,22.6667,32.8333,960764.1562,57.007,1.1133,0.8783,0.835,3357503488,8481800192,437.7667,244.6667,727.8333,0,1572134.585,895235.195,TVMwL
33.3333,28.1667,38.5,28.1667,38.5,1170053.453,90.1351,0.9,0.8717,0.835,3355719680,8480476501,94.5333,26.1667,244.1667,0,1630162.434,944477.2492,TVMwL
25.5,21.1667,29.6667,21.1667,29.6667,778270.5044,56.9486,0.66,0.8117,0.8133,3354738688,8479966549,147.6333,29.3333,391.3333,0,1644668.134,938032.4232,TVMwL
23.5,19,27.6667,19,27.6667,1007852.421,67.0231,0.4483,0.7233,0.7833,3354404864,8480083285,85.6333,37.3333,195.1667,0,1596543.828,947070.3276,TVMwL
21.5,16.6667,26,16.6667,26,1086546.921,93.9003,0.4617,0.6717,0.7617,3355411797,8481578325,101.4,29,247.5,0,1595865.991,946680.9369,TVMwL
21.5,17,25.8333,17,25.8333,713886.3775,43.8481,0.6683,0.685,0.7583,3354497024,8481099093,357.68,202.4,599.2,8,1435861.72,665317.8021,TVMwL
24,19.1667,29,19.1667,29,1087184.748,78.2455,0.8983,0.7567,0.7817,3352024405,8479063381,95.3667,34.8333,191.3333,0,1616010.637,936245.0529,TVMwL
21.6667,17.8333,26.3333,17.8333,26.3333,827449.6897,46.0056,0.9717,0.805,0.7967,3348187136,8475663019,129.3667,36,365.3333,0,1653634.76,946173.9558,TVMwL
22.1667,17.5,26.6667,17.5,26.6667,679724.1439,34.9793,0.9483,0.81,0.7983,3360984405,8488908117,94.0333,35.8333,179.6667,0,1613903.341,884319.5953,TVMwL
23.1667,19.1667,27.6667,19.1667,27.6667,673242.115,47.0263,1.0967,0.8983,0.83,3357719211,8486073003,322.6333,49.8333,739.8333,0,1592799.962,870008.8137,TVMwL
27.8,23.2,32,23.2,32,683273.4356,34.8584,0.7333,0.825,0.8067,3353357653,8482159275,258.7733,135.6,461.8,8,1477279.932,673811.7622,TVMwL
30.1667,25.5,35.1667,25.5,35.1667,652432.1644,38.2416,1.0183,0.8933,0.8333,3351678976,8480886101,119.9,39.3333,319.5,0,1641685.559,949720.4505,TVMwL
30.5,25.6667,34.5,25.6667,34.5,1157804.307,67.693,0.8483,0.8683,0.825,3349287595,8478952789,81.88,39.4,173.2,0,1621695.888,936258.3984,TVMwL
31.5,26,36.6667,26,36.6667,671032.6639,42.1644,1.1533,0.9517,0.86,3345117184,8475263659,98.8357,38,227.2857,2.8571,1619464.779,927961.98,TVMwL
27.1667,22,32,22,32,724592.209,44.7405,0.7217,0.8683,0.8333,3351064576,8481658880,70.0333,28.3333,199.8333,0,1662085.802,969585.423,TVMwL
28.8333,23.8333,33.6667,23.8333,33.6667,753592.0501,44.1102,0.8467,0.8683,0.835,3355510784,8486543360,178.35,33.5,540.3333,3.3333,1645404.667,910021.5779,TVMwL
31.3333,26.5,36.3333,26.5,36.3333,1038440.428,75.9775,1.025,0.9183,0.855,3348964693,8480441003,358.8667,116.6667,686.1667,0,1728625.054,974158.0443,TVMwL
39.1667,33.5,45,33.5,45,793005.4057,54.1778,1.9483,1.1717,0.9433,3344793600,8476710229,248.6667,148,408,0,1783763.27,940642.4503,TVMwL
47.5,42.1667,53,42.1667,53,763534.3688,47.6093,1.7467,1.2883,0.9967,3342559232,8474912768,151.18,38,335.8,4,1681222.843,851845.8617,TVMwL
28.8333,23.8333,33.8333,23.8333,33.8333,5094120.168,244.4272,1.1167,1.1867,0.9833,3336878763,8469901995,168.3778,39.5,381,6.6667,1753045.026,855169.9564,TVMwL
30,25,35.1667,25,35.1667,759030.305,41.9034,1.24,1.2083,1.0033,3334144000,8467647829,275.4667,51.5,722.3333,0,1867681.068,908302.7404,TVMwL
26.6667,21.8333,31.3333,21.8333,31.3333,1132118.231,100.5018,0.8733,1.1117,0.9833,3333326848,8467255296,134.2667,37.3333,356.8333,0,1658481.099,965441.5676,TVMwL
28.1667,23.3333,32.8333,23.3333,32.8333,1077632.264,96.3948,0.6917,1.0167,0.96,3342518955,8476876800,186.275,33.1667,376.8333,3.3333,1666904.324,892434.8649,TVMwL
23,18.8333,27.3333,18.8333,27.3333,723146.3325,44.5663,0.7517,0.9617,0.945,3345461248,8480243712,105.5667,35.8333,309.1667,0,1594075.36,919062.3784,TVMwL
26.5,21.3333,31,21.3333,31,722695.7463,45.4267,0.8167,0.9533,0.9433,3341652651,8476869973,87.5667,36,160,0,1663943.532,974852.3784,TVMwL
24.3333,19.8333,28.6667,19.8333,28.6667,563042.1461,40.4965,0.8383,0.9267,0.9333,3339112448,8474759851,82.8,37.6667,216.1667,0,1701707.925,945763.7316,TVMwL
26.6667,21.1667,31.6667,21.1667,31.6667,1034034.175,78.0105,1.0967,0.9967,0.9567,3331127979,8467229355,105.2667,29.1667,314.8333,0,1694372.186,937255.8803,TVMwL
26.1667,21.3333,30.6667,21.3333,30.6667,1032192,72.3,1.045,0.995,0.96,3340781568,8477317120,135.8667,57.5,293.6667,0,1660420.97,946702.6378,TVMwL
24.8333,20.1667,30,20.1667,30,746672.0993,55.3972,0.7017,0.91,0.93,3335671808,8472650411,215.8333,67,342.5,0,1664151.37,925799.7502,TVMwL
24.5,20,28.8333,20,28.8333,998369.1897,71.7888,0.605,0.8467,0.9067,3331019435,8468432213,120.0667,33.5,256.1667,0,1662039.148,939770.1658,TVMwL
21,17,25,17,25,975348.73,68.0453,0.6183,0.7983,0.8867,3327909888,8465756160,106.1667,38.3333,247.1667,0,1610594.465,917951.1385,TVMwL
23.8333,19.1667,28,19.1667,28,819339.1137,59.1254,0.51,0.735,0.8617,3335151616,8473418411,158.7333,33.8333,435.8333,0,1587769.099,922049.7769,TVMwL
26.6667,22.1667,31,22.1667,31,691761.6747,37.9549,0.4583,0.6767,0.8283,3338926080,8477627733,112.8333,38,281.1667,0,1604891.037,937227.7497,TVMwL
30.8333,25.3333,36.1667,25.3333,36.1667,662223.438,41.378,0.6183,0.6867,0.8217,3336560640,8475695104,262.225,36,603,3.3333,1594844.459,884168.5025,TVMwL
31,26.1667,35.8333,26.1667,35.8333,1186581.147,96.3694,1.0567,0.7867,0.8483,3329556480,8469131264,530.5333,294.5,956.75,10,1382962.567,692071.8252,TVMwL
24.8333,19.1667,29.6667,19.1667,29.6667,687513.1318,46.34,1,0.8367,0.8583,3326310400,8466291371,1105.83,265,1837.6,4,1308311.947,611686.0478,TVMwL
26.1667,21,31.1667,21,31.1667,1046737.72,76.7728,0.6867,0.7717,0.8383,3324677461,8465085099,338.6,39,671.6667,0,1569778.505,868946.343,TVMwL
25.5,21.1667,30.1667,21.1667,30.1667,751418.5558,54.2284,0.5283,0.7167,0.8117,3329627477,8470465877,142.5333,33.1667,421.1667,0,1578262.204,901848.2721,TVMwL
27.3333,22,32.6667,22,32.6667,781119.9358,47.7789,0.7067,0.725,0.81,3335382357,8476657664,112.3,24.1667,270.5,0,1609020.993,934910.4022,TVMwL
29.5,24.8333,34.1667,24.8333,34.1667,835161.6642,55.1211,0.7617,0.7483,0.8117,3331878912,8473597952,125.6,32.3333,284.8333,0,1595899.722,854147.8665,TVMwL
24.3333,19.3333,29.5,19.3333,29.5,724264.1849,52.3821,0.445,0.66,0.7783,3327492096,8469645995,108.2333,20.6667,337.6667,0,1597831.306,943151.2432,TVMwL
20.8333,17.1667,24.6667,17.1667,24.6667,715070.2151,46.0179,0.56,0.65,0.7667,3331936939,8474502485,169.1333,39.5,478.8333,0,1636805.658,928039.8538,TVMwL
24.3333,19.1667,29.1667,19.1667,29.1667,778124.8514,51.6888,0.4267,0.5983,0.74,3334313984,8477312341,115.6667,34.8333,336.5,0,1617954.137,948031.0209,TVMwL
24.8333,20.5,29.3333,20.5,29.3333,731305.6747,45.8166,0.8533,0.67,0.7517,3331090432,8474529109,162.0333,14.6667,416.5,0,1605196.708,888126.3435,TVMwL
32,26.6667,37.3333,26.6667,37.3333,984529.1616,56.6884,1.305,0.8483,0.8117,3329271125,8473150805,59.9333,23.3333,140.6667,0,1619574.839,938932.7819,TVMwL
31.8333,26,37.3333,26,37.3333,778540.5312,48.6347,1.175,0.895,0.8283,3325681664,8469993472,46.08,18.4,126.2,0,1526368.477,832170.9756,TVMwL
30.8333,25.6667,36,25.6667,36,1031337.484,90.0448,0.7467,0.8283,0.8083,3322155008,8466915328,208.5143,36.5714,494.7143,0,1671881.555,948513.1492,TVMwL
34.3333,28.6667,40,28.6667,40,799749.596,52.824,0.6,0.77,0.7917,3327608832,8472807424,187.2,34.5,520.5,0,1641667.599,959636.8302,TVMwL
35.1667,30.1667,40.3333,30.1667,40.3333,835411.7958,55.2923,0.8033,0.7967,0.8,3331280896,8476927317,134.8417,18,311.8333,3.3333,1640945.524,915472.2775,TVMwL
30.5,24.6667,36,24.6667,36,1155068.105,83.2945,0.6983,0.765,0.7883,3329140736,8475227477,48.4333,11.6667,122,0,1603473.163,936174.233,TVMwL
34.5,29,39.8333,29,39.8333,771765.7369,54.7956,1.115,0.8617,0.8233,3326949376,8473480533,36.8,12.5,82.1667,0,1572585.052,894475.1472,TVMwL
39.3333,35,43.6667,35,43.6667,788974.1031,56.6164,1.935,1.1367,0.9217,3326003200,8472959659,179.1,39.3333,497.1667,0,1684114.144,946746,TVMwL
42.5,38.3333,46.3333,38.3333,46.3333,1572314.546,150.8991,1.7533,1.2367,0.9717,3303547563,8456105301,19.6,10.3333,34.6667,0,1595979.532,946680.9369,TVMwL
23.5,19.5,27.3333,19.5,27.3333,970391.1912,61.8979,1.1267,1.1683,0.965,3288988331,8444579840,19.9667,5.3333,60.5,0,1612624.117,946741.0631,TVMwL
15.6667,12.6667,18.8333,12.6667,18.8333,860160,59.7958,0.5467,0.9933,0.9167,3301289984,8457319083,12.2667,5.3333,25.1667,0,1611090.414,936298,TVMwL
