CPU_Total,CPU_P1,CPU_P2,CPU_P3,CPU_P4,Disk_wrVolume,Disk_wraccessVolume,Load_1min,Load_5min,Load_15min,Mem_Avail,Mem_freeTotal,Ping_Time(ms),Ping_Min(ms),Ping_Max(ms),Ping_PacketLoss,Traffic_inVolume,Traffic_outVolume,Class
5,9.1429,2.7143,4,3.5714,5298914.772,40.812,0.2367,0.2533,0.2367,73567573.33,7801901739,575.9333,10,1112.6667,0,1811912.268,911569.9844,TSK
2.3333,1.6667,3,1.3333,4.3333,67174.4,8.7,0.185,0.1667,0.2383,6937135104,7870238720,8.9,7.1667,11.8333,0,923894.3,932293,TVM
2.6667,2.8333,1.8333,2.3333,4,101182.2703,11.9009,0.4417,0.3083,0.3683,6976172032,7878113963,8.9333,7.1667,12.1667,0,923788.9,931861.4,TVM
1,1,1,1,0.8333,28672,5,0.0217,0.1167,0.1767,6965886976,7892654763,13.2333,8.1667,27,0,922438.6,931760,NTS
5,8.8333,3,3.3333,4.5,5098579.173,39.647,0.3817,0.325,0.2367,85137408,7802819925,546.1333,296.5,814,0,1779180.492,899739.3628,TSK
1,1,1,1,1,2323968.718,33.9988,0,0,0.04,1599653205,7854716928,8.3,7.8333,9.1667,0,907000.4346,914415.2584,TWM
1,1,1,1,0.8333,1569202.611,31.8028,0,0,0.03,5095234219,7847712085,9.4667,8.1667,12.3333,0,923442.2671,931472.1867,TWM
1,1,1,1,1,2104514.96,32.1984,0,0,0.04,6141952000,7849545728,9.0333,7.6667,13.1667,0,927218.4823,931980.4433,TWM
1,1,1,1,1,13080.9067,2.3952,0,0,0.05,6933030912,7875352576,28.2333,11.1667,56.6667,0,922885.0631,931788.5586,NTS
26,1,1,1,100,502974.4496,18.2965,1,1,1.03,73250816,1197578923,11.2667,7.5,22.1667,0,913669.3309,921472.4104,WSK
1.5,1,1.5,2,1,2039001.1,32.1024,0.015,0.0517,0.1033,81025024,7805985451,8.5667,7.5,9.6667,0,918752.6481,925613.701,TSK
2.5,1,4,1.5,4.1667,104910.848,13.005,0.1517,0.2167,0.425,7007047680,7886881451,8.6333,7.3333,10.5,0,923428.011,931998.1301,TVM
19.1667,6.1667,1.5,6.3333,61.6667,2680983.294,33.7964,0.5883,0.6733,0.7617,3979012096,6491217920,8.4,7.3333,9.8333,0,923392.7678,931886,WSK
26,100,1,0.6667,1,12775.7175,2.4127,1.0983,1.1083,1.18,68864000,2533693440,10.3333,8.5,14.6667,0,924313.8295,932196.274,WSK
26,1,0,75,26.3333,16384,3,1,1,1.05,112351232,2644499797,10.0333,8,13.3333,0,912398.4108,921344.1836,WSK
26,1,84,17.1667,1,2157363.2,34,1,1.0333,1.145,74225664,1948867243,10.2333,8.3333,15.3333,0,923364.1309,931734.0088,WSK
1,1,1,1,1,2064384,29,0,0.06,0.1167,6398447616,7855482880,8.3333,7.5,9.5,0,914333.1181,921504.5285,TWM
1,1,1,1,1,13111.296,2.201,0,0,0.06,6941478912,7888691200,14.0333,8.1667,29,0,912169.1083,921285.7184,NTS
1,1,1,1,1,2097840.817,32.0042,0.0133,0.0483,0.0917,5454534656,7884960427,8.8,7.5,11.1667,0,913065,921607.2,TWM
2,2.8333,4.8333,1,1,129837.477,17.6986,0.0683,0.0933,0.1633,6916390912,7861525163,9.0333,7.1667,13,0,923308.1351,931827.8378,TVM
1,1,1,1,0.1667,2152181.084,33.4024,0.0567,0.1283,0.1683,5132722176,7848003584,8.4,7.6667,9,0,912641.977,921600.979,TWM
1,1,1,1,1,36864,7,0,0.075,0.1417,6931593216,7873832960,23.3667,8.6667,41,0,922444.596,931650.9405,NTS
1,1,1,1,1,2192991.84,31,0,0.0067,0.05,4287590400,7850173099,8.6333,7.8333,10,0,925715.1021,931981,TWM
1.3333,1.3333,1.5,1.5,1,2215936,30,0.0933,0.265,0.2567,70643712,7805799765,9.4667,7.6667,12.3333,0,912876.8428,921633.2352,TSK
1,1,1,1,1,36864,7,0,0.06,0.1167,6932594688,7873712128,26.8333,11.3333,42.3333,0,913884.4054,923161.0307,NTS
1,1,1,1,1,2659123.2,32.2,0,0,0.0317,565411840,7852718763,8.7667,7.5,11,0,914336.7438,921590.5018,TWM
1,1,1,0,1,2255204.2,34.9809,0,0.0133,0.0233,75452416,7850876928,42.1,22,73.5,0,923213.6793,932190.9049,TWM
1,1,1,1,1,16384,3,0,0,0.03,7067549696,7926662485,9.2667,7.6667,12.1667,0,922618.045,931886.5351,NTS
17,3.1667,3.5,2.6667,58.1667,1968508.168,33.7968,0.8167,0.8083,0.82,4013966677,6512906240,8.8333,7,11.3333,0,913118.6848,921525.3524,WSK
26,2,35.5,12,54,1791491.588,30.4965,1,1.1783,1.2717,169208490.7,3315456683,9.3667,7.8333,12.6667,0,922666.4,931805.6,WSK
26,1,100,1,1,1159098.298,20.4985,1,1.0433,1.1267,1252335616,4078079317,13.9,7.6667,26.6667,0,922914,931760,WSK
1.8333,1.8333,1,2,1,2138927.92,34.3994,0.0433,0.15,0.195,901090645.3,7801420459,8.9,7.5,10,0,924359.9393,931916.1384,TSK
26,1,1,1,100,2118848.075,31.9984,1.0067,1.2367,1.2883,89407488,1105420288,10.5333,7.8333,16.5,0,913268.8368,921619.6336,WSK
1,1,1,1,0.8333,2088877.998,35.5996,0,0.08,0.135,3270385664,7852068181,8.6667,7.3333,10.5,0,923204.8339,931845.5487,TWM
1,1,1,1,1,2101248,35,0,0.02,0.07,5860282368,7885985109,9.7,7.8333,14.6667,0,923526.1833,931352.0705,TWM
3,3,4.1667,2.1667,2,135979.8198,17.1992,0.08,0.1017,0.2217,7005671424,7885998763,13.8333,8.1667,23.6667,0,914598.3133,923788.1145,TVM
2,1,2,2,1,2273390.703,36.4004,0.0083,0.0433,0.0833,178026496,7800998571,10.2333,8,14.3333,0,913047,921808,TSK
1,1,1,1,1,2093046.16,30.9984,0,0,0.01,6363072512,7855560021,8.4,7.3333,9.6667,0,924301.4845,931855.958,TWM
26,1,2,100,0.5,2236430.76,33.0016,1.0467,1.065,1.1417,1607352320,4085396821,11.1333,7.8333,19,0,913109.7683,921586.496,WSK
1,1,1,1,1,16384,3,0,0.0633,0.0967,7069016064,7926986069,10.5333,7.6667,15.8333,0,919456,931718,NTS
26,1,100,1,1,2039010.941,31.0024,1,1,1.06,2435434496,5401812309,9.1667,7.5,12.5,0,913196.7474,921902.4525,WSK
1.5,1.5,2,1,1,2134016,34,0.0017,0.0283,0.0683,2730094592,7807410176,9.1333,7.5,11.8333,0,923590.6,931959,TSK
1,1,1,1,1,2215944.2,34.0014,0,0,0.02,72554496,7849125888,8.7,7.8333,10.1667,0,923012.2132,931814.6126,TWM
2,1.8333,1,4.6667,2,118730.6987,16.4935,0.015,0.1933,0.365,6988505088,7883272192,9.5,7.3333,13.3333,0,922088.608,930749.804,TVM
2.1667,1,6.8333,1.1667,1,75493.3678,10.9114,0.135,0.0883,0.1333,6961007957,7877537792,8.2667,7.3333,9.6667,0,913453.5045,921483.4631,TVM
2.8333,1.3333,4.5,1,4.1667,91760.2402,11.5015,0.0267,0.065,0.19,6975664128,7877753515,8.3667,7.1667,10.6667,0,923221,931857.8,TVM
1,1,1,1,1,2143225.211,35.7948,0.065,0.12,0.1517,189749248,7850979328,8.6333,7.8333,10.3333,0,922819.3249,931942.7396,TWM
1,1,0.6667,1,1,2183992.12,29.2012,0,0.0217,0.07,5320925184,7849835179,8.1333,7.6667,8.6667,0,918426.193,926826.842,TWM
1,1,1,1,1,2162581.397,32.9988,0,0.015,0.07,990867456,7852870997,8.4667,7.8333,9.5,0,913451.7234,921538.9681,TWM
26,1,1,2.3333,98.6667,2196948.436,37.496,1.0983,1.03,1.09,2260092928,4697389056,12.3667,7,21.6667,0,912312.6486,921636.6216,WSK
26,2,1,1,100,1855692.8,33.107,1.13,1.075,1.175,70412288,1411700736,11.2,7.8333,17.1667,0,913032.955,921613.6336,WSK
1,1,1,1,1,7786.0901,1.6006,0.015,0.0083,0.01,7118223360,7933159424,10.1,7.8333,14,0,912208.7982,921606.736,NTS
1,1,1,1,1,13926.4,2.6,0,0.0067,0.0517,6977406976,7888414720,13.0333,7.8333,29.3333,0,922342.5477,931684.7071,NTS
1,1,1,1,0.6667,2132344.799,31.999,0,0.01,0.07,107996501.3,7850980011,9.1333,7.8333,11.6667,0,915684.6336,924710.8769,TWM
1.3333,1,1.8333,1.3333,1,2256297.385,33.2016,0.05,0.085,0.1417,74059776,7804060331,10.4667,8.1667,14.5,0,913050.9982,921561.1144,TSK
26,3.3333,97.6667,1,1,13516.8,2.3,1.0183,1.19,1.2333,68966400,2539560277,9.5667,8.6667,11.3333,0,912730.3263,921542.7327,WSK
26,1.3333,91.3333,0,9.8333,4915.2,0.9,1.0467,1.0417,1.1333,74171733.33,2127379797,9.8,8,12.1667,0,923064.8368,931883.6336,WSK
1.5,1,1.5,1.3333,1.6667,2134020.92,34.8008,0.0717,0.04,0.07,2254733312,7805857792,8.8667,7.6667,11.1667,0,913459.0748,921716.2979,TSK
1,1,1,1,1,1733835.57,29.404,0,0.02,0.08,2843414528,7852228608,8.7667,7.8333,10.3333,0,927240.5761,937101.466,TWM
1.6667,1,1.6667,2,1,1637558.615,41.4964,0.005,0.025,0.07,74201088,7807997269,9.8,8,13.3333,0,911502.4561,921667.2737,TSK
1,1,1,1,1,2304013.964,35.8048,0.0217,0.0983,0.1383,187512832,7850768384,11.4667,7.6667,18.8333,0,913783.6751,921950.0742,TWM
26.5,1.8333,100,2.1667,1.8333,9830.4,1.8,1.1117,1.2433,1.2533,79535445.33,2370221397,9.3333,7.8333,11.6667,0,912866.561,921453.16,WSK
1,1,1,1,1,2111897.6,31.4,0.055,0.0133,0.0017,5503860736,7849398272,8.7333,7.8333,10.5,0,918802.2783,926729.1491,TWM
4.1429,8.1429,1,4.1429,3.8571,4814530.66,36.2817,0.1717,0.1933,0.18,76210176,7850760875,451.1667,212.5,782.5,0,1762203.985,868222.8994,TWM
26,1,100,1,1,1811963.351,33,1,1.01,1.0517,3446252203,5422815915,12.2,7.8333,24.1667,0,912220,921514,WSK
1,1,1,1,1,16384,3,0.0217,0.0533,0.1233,6929932288,7872701781,24.8667,8.3333,49.3333,0,914647.6643,923171.9263,NTS
2.6667,3,4.8333,1,2,109363.2,12.2,0.2317,0.17,0.295,6973961557,7877095424,8.6333,7.1667,12.5,0,923763.4842,931814.3048,TVM
11.3333,10.6667,11.8333,8.5,14,269260.514,25.6704,0.4683,0.5817,0.54,6971009024,7873977685,506.6571,356.2857,641.1429,0,1783621.354,951218.4929,TVM
1.5,1.1667,1.6667,1.6667,1,2147123.2,36.2,0.0367,0.075,0.1417,652974080,7801303723,9.1667,7.6667,12.3333,0,922902.0237,931923.4856,TSK
1.3333,1,2,1.3333,1,2243386.58,35.0012,0.0267,0.0467,0.08,73250816,7804956672,10.7667,8,20.8333,0,923060.699,932042.85,TSK
26,100,1,0,1,2132807.291,34.0028,1,1.0183,1.0917,84523008,2483793920,9.6667,8.1667,12.6667,0,922698.0362,931689.6448,WSK
1.8333,1.8333,1.1667,1.1667,1.6667,2130231.198,29.8033,0.0767,0.1017,0.1667,71526400,7805050880,9.5333,8.1667,12.1667,0,913044.8428,921656.8168,TSK
5.5,10,4.1667,4.6667,2.3333,5177945.218,44.6314,0.3717,0.3283,0.2817,74328064,7807365120,470.9667,80.5,932.8333,0,1837238.804,919804.8013,TSK
1,1,1,1,1,7786.0901,1.6006,0,0,0,7069229056,7925350400,10.2667,7.8333,15,0,922374.039,940991.646,NTS
1.3333,1,1.5,1,1.8333,2125009.72,32.0008,0.0417,0.0883,0.1483,195558741.3,7800775339,9.7,7.6667,12.8333,0,923316.1973,931852.0967,TSK
2.6667,1,3.6667,1,5,127012.9749,16.1063,0.015,0.075,0.18,6910750720,7857978027,9.4,7.3333,13.8333,0,914281.5856,921590.1622,TVM
18.3333,2.1667,2.1667,66.5,2.1667,2136070.126,30.001,0.7033,0.6917,0.7933,4897679360,6471909376,9.9,7.8333,15.5,0,912824.8,921547.6,WSK
1,1,1,1,0.6667,7786.0901,1.6006,0.04,0.02,0.03,7118553088,7932973056,9.4667,7.6667,13,0,922240.9937,931597.2766,NTS
26,1,1,1,100,2109427.7,33.998,1,1,1.05,2182836224,4634336597,9.2,7.6667,11.8333,0,906089.3357,915449.2931,WSK
23.5,73.8333,16.6667,2.8333,1,1658880,35.5,1.1717,1.1583,1.1083,4283493035,6006854315,12.6333,8.1667,22.3333,0,922507.3778,931654.1784,WSK
26,1,2,100,1,1568569.952,33.2042,1,1,1.06,74487808,2474203136,9.9667,7.8333,14,0,912991.5,921643,WSK
2.6667,2.1667,2.1667,5,2.3333,75366.4,7,0.1167,0.3583,0.435,6982328320,7880828928,10.3667,7.3333,17.5,0,912957.632,921518.158,TVM
26,3.5,74.6667,12,12.8333,38924.3003,7.001,1.0833,1.2383,1.2267,74983424,2775319893,8.9333,7.5,12,0,912984.4865,921470.5766,WSK
1,1,1,0.5,1,16384,3,0.05,0.0117,0.015,6976124928,7887708843,15,8.3333,33.3333,0,912554.4,921505.6,NTS
3.3333,6,2.8333,2.3333,2.1667,138021.6697,20.1982,0.2817,0.455,0.445,6996331861,7886589952,9.8667,7.3333,15.8333,0,913300.2163,921681.1966,TVM
26,2,100,1,1,59378.8756,9.8982,1,1.0367,1.1167,96555008,2705455104,10.0667,7.8333,15,0,914984.6573,923459.2416,WSK
1,1,1,1,1,1957058.96,31.7984,0,0,0.06,2835133781,7851677696,8.9333,7.5,10.5,0,919750,926822,TWM
1,1,1,1,1,16384,3,0,0.01,0.05,7067721728,7924271787,9.1333,7.8333,11.3333,0,922396.6468,931844.5315,NTS
2,1.1667,1.8333,5.6667,1,104860.0601,13,0.0567,0.0417,0.1717,6987773952,7882699435,8.3,7,11.1667,0,923310.6554,931869.9427,TVM
1,1,1,1,1,16384,3,0,0.03,0.0733,7068254208,7926312960,15.2333,8,29.3333,0,912629.122,921776.0714,NTS
1.3333,1,1.3333,1.3333,1.6667,2125111.813,34.9979,0.0417,0.0633,0.115,71659520,7804407808,8.4333,7.1667,10.3333,0,923060.6803,931834.1022,TSK
3,1.8333,4,4,1.6667,150723.7798,18.1992,0.0217,0.0983,0.285,7043969024,7892767403,11.3667,7.8333,17.5,0,923234.012,931835.6336,TVM
1,1,1,1,1,16384,3,0,0.0367,0.1133,6976409600,7887340885,9.9667,8.1667,15.3333,0,912517.2,921556,NTS
1,1,1,1,0.6667,15556.608,2.798,0,0,0,6933847381,7875132757,27.2667,11.1667,47.8333,0,922523.1872,931660.6215,NTS
2.8333,1.3333,4.3333,4.3333,1,99942.4,13.7,0.1133,0.12,0.235,6973583360,7876759552,9.4667,7.3333,13,0,913751.4919,921699.9378,TVM
1.1667,1,1.5,1.1667,1.3333,1502405.42,34.2988,0.0467,0.0567,0.09,73961472,7804746411,11.9,7.6667,25,0,923067.4,931844,TSK
26,1,99.8333,1.1667,0,2123790.35,32.002,1,1.055,1.1767,1543918251,4285461163,8.9667,7.3333,11.5,0,912742.8589,921492.1784,WSK
2.6667,1.8333,2.8333,4.1667,1.8333,87608.4329,10.993,0.5233,0.365,0.4183,7006402560,7886357845,9.4667,7.6667,12.5,0,923141.3644,931904.6825,TVM
1.8333,1,1.8333,1.8333,1,2116594.675,35.3984,0.04,0.0483,0.07,75233280,7803256149,9.5667,7.6667,13.6667,0,915791.3093,924628.5637,TSK
2.8333,1.5,4.1667,4.5,1,75730.944,9.396,0.2733,0.5017,0.5133,6928965632,7866153643,9.4,7.1667,13.1667,0,922972.8901,931651.3162,TVM
26.5,3,1,1,100,2349878.07,36.4014,1.2083,1.4417,1.3583,72388608,1137364992,8.8333,7.6667,12.1667,0,912962.3703,921816.9886,WSK
1,1,1,1,1,6565.888,1.402,0,0,0.03,6963877888,7890798592,12.6,8,25.6667,0,922517.2,931681.2,NTS
1,1,1,1,1,1847286.16,37.3984,0.0317,0.1067,0.1567,5130485760,7847727104,10.0333,8,15.3333,0,931934.047,932220.021,TWM
4.1429,8,1.5714,4,3.4286,3497599.88,32.4619,0.1867,0.23,0.1867,601204736,7851616939,560,220.5,884.5,0,1799769.158,914694.622,TWM
26,1,100,1,1,2105319.424,33.496,1,1.0167,1.08,1208696832,4041315669,10.5333,7.6667,19.6667,0,912174,921472,WSK
26,1,3.3333,97.8333,1,2240512,35,1.0383,1.0433,1.09,3479309653,5442151765,12.0667,8.1667,22.6667,0,922349.6276,931743.2252,WSK
26,1,1.6667,100,1,43417.6,7.4,1.0433,1.0233,1.09,73541632,2491928576,11.7333,8.1667,22.1667,0,922973.9233,931991.4223,WSK
2,1,2,2,1,2293767.38,33.0012,0.095,0.0683,0.0817,72559274.67,7804393472,10.4,7.6667,17.1667,0,923091.2819,931794.2238,TSK
1,1,1,1,1,6556.0601,1.4004,0.0483,0.0133,0.06,6942509056,7890319360,9.2667,8,12.6667,0,914356.0464,923700.9385,NTS
17.6667,1.8333,1.3333,58.1667,10,2400280.601,36.0045,1.0617,0.885,0.8483,4871725739,6455756117,8.7333,7.5,10.6667,0,913234.2,921564.4,WSK
2.6667,2.5,1.5,1.3333,6.1667,116729.8498,15.4985,0.2317,0.5383,0.5133,6943363072,7871236779,8.7333,7,11.8333,0,912682.1,921605.8,TVM
3,2.3333,3.3333,5.3333,1,80248.832,8.495,0.055,0.2417,0.4817,6990866432,7882532864,11.5333,7.1667,23.8333,0,924687.0055,933073.1835,TVM
26,2,10.6667,1,90.3333,1557941.936,29.806,1,1.01,1.0717,2444161707,5406608043,8.3667,7,10.6667,0,915017.9474,921526.1298,WSK
1.1667,1.3333,0.6667,1.3333,1.1667,282337.28,45.94,0.1,0.205,0.215,6930749440,7873443840,22.9,8.3333,41.3333,0,912754.2671,921724.8298,NTS
1.6667,1,1,1.6667,2,2135045.276,33.04,0.05,0.0383,0.0917,3928559616,7805345792,9.1333,7.8333,11.5,0,925124.2045,931540.039,TSK
1,1,1,1,1,16384,3,0.0433,0.01,0.04,7085809664,7924826112,10.4333,8.3333,15.6667,0,922313.1,931760,NTS
1.5,1,1.5,2,1,2165344.865,36.601,0.05,0.1617,0.1733,2759823360,7805102763,10.1333,7.5,17.8333,0,913251.1051,921622,TSK
1,1,1,1,1,16384,3,0.0183,0.0367,0.045,6977651371,7889192960,11.3667,8,21.8333,0,920510.5265,929677.005,NTS
1,1,1,1,0.5,16384,3,0.02,0.0433,0.0883,7068219392,7924708011,10.1333,7.6667,15.1667,0,912399.3,921476.6,NTS
1,1,1,1,1,2438104.844,74.2024,0,0.0933,0.1283,2038558720,7853464235,8.6667,7.6667,11,0,913766.023,921986.021,TWM
10.3333,2.1667,2.1667,29.6667,7.3333,2234355.712,32.998,0.3033,0.5883,0.5633,5771339776,7084912640,8.5,7.1667,10.6667,0,912990.8,921572.8,WSK
26,2,95.6667,0,5.3333,16384,3,1.0233,1.0383,1.14,72505344,2129913856,10.9333,8.6667,15.3333,0,914265.024,921570.3664,WSK
1,1,1,1,1,2284813.656,29.0332,0,0.005,0.0567,1397673984,7852952917,10.1,7.1667,18,0,914806.9776,922109.3477,TWM
26,1,82.5,19,1,2101428.404,32.8008,1.0267,1.1117,1.2233,784388096,3481615701,9.4333,7.3333,12.5,0,922726.2698,931815.5055,WSK
1,1,1,1,1,12697.6,2.4,0.0083,0.0117,0.01,7116066816,7932600320,9.1667,7.5,12.5,0,922638.4468,931671.864,NTS
1,1,1,1,1,2166784,35,0,0,0.0083,3235889152,7852406101,8.4333,7.5,10.1667,0,912486.1562,921519.482,TWM
1,1,1,1,1,2228633.6,37.4,0,0.01,0.0567,5855164416,7884933803,11,7.8333,22,0,923610.8274,931952.4015,TWM
26,2,0.1667,100,1,16384,3,1.0433,1.01,1.0533,80743765.33,2301369685,10.8,8.6667,16.6667,0,923205.961,931970.3844,WSK
1,1,1,1,0.6667,2189828.203,31.202,0,0,0,4682645504,7852042240,9.2,7.8333,12.6667,0,912697.954,921508.979,TWM
2,1,2,2,1,1513881.6,29.9,0.015,0.025,0.0617,72908800,7806423040,9.2,7.8333,11.5,0,923339.8629,931893.7762,TSK
1,1,1,1,1,13520.896,2.301,0,0.02,0.06,7067514880,7926096555,11.0333,9,14.6667,3.3333,876572.3857,885288.8762,NTS
1,1,1,1,0.6667,16384,3,0,0.01,0.0017,7070314496,7928481109,10.9667,7.3333,17.1667,0,922523.1,931780,NTS
26,1.1667,57.5,41.1667,4.1667,643072,16,1.0133,1.02,1.0817,75598506.67,1531077291,10.2667,7.8333,14,0,919768.5063,925739.3854,WSK
1,1,1,1,1,15153.97,2.6997,0,0.03,0.08,7117785088,7932562773,9.8333,8.1667,12.6667,0,922481.1982,931932.4946,NTS
26,2,100,0.8333,1,16384,3,1,1.0633,1.1417,78735360,2716922539,8.7667,7.5,11.3333,0,913912.1632,921534.3664,WSK
1.1667,2,1,1.1667,1,2121720.62,32.5992,0.11,0.0833,0.0917,82550784,7803813205,8.8,7.8333,11.3333,0,918380.2228,924625.3913,TSK
5.3333,10.3333,1.8333,6.6667,3,4387706.924,36.7786,0.165,0.245,0.2583,78289578.67,7808572075,669.5429,381.8571,1082.5714,0,1833376.603,902367.5355,TSK
1,1,1,1,1,12288,2,0,0,0.0467,7114772480,7932186624,10.9667,7.5,16.8333,0,922862.5135,931755.4414,NTS
2.1667,2.8333,1.3333,5,1,110186.0901,14.9009,0.1217,0.3133,0.43,6930628608,7867869867,10.2,7.6667,13,0,912684.3045,921405.2748,TVM
26,1,1,1,100,16384,3,1.0133,1.13,1.1617,834961408,3767527424,10.3,7.8333,15.1667,0,912425.6,921539.2,WSK
1,1,1,1,1,12693.9099,2.3994,0,0.0433,0.0983,7070877696,7928342528,9.6,8,12.6667,0,912348.752,921703.401,NTS
2.6667,1.6667,1.5,3.8333,4.6667,88064,10.4,0.2717,0.5533,0.5433,6934327296,7867066368,9.2333,7.3333,13,0,931410.2351,940118.3568,TVM
1,1,1,1,1,16384,3,0.025,0.0233,0.0817,6975133696,7887631019,12.1333,8,25,0,912179.1726,921588.032,NTS
1,1,1,1,1,2300672.769,45.996,0.2117,0.1717,0.1683,5757407232,7850429781,8.3,7.6667,9.1667,0,927737.3764,937304.8298,TWM
1.1667,1,1.1667,2,1,2375275.32,36.9006,0.0333,0.0517,0.065,82126848,7807269547,9.3,7.6667,13.3333,0,922999.9614,931854.7836,TSK
1.3333,1,1.6667,1,1.6667,2120916.18,35.8012,0,0.0367,0.1117,74319872,7803217920,9.0667,7.8333,12.3333,0,917138.2018,925858.7792,TSK
2,1,2,2,1,2569835.32,36.6008,0.1283,0.0767,0.1317,71184384,7806205269,9.8667,7.8333,13.5,0,912938.2381,921602.9132,TSK
1,1,1,0.8333,1,1826998.227,29.202,0.0483,0.085,0.1333,1417723904,7851730944,8.3,7.5,9.5,0,912807.8033,921590.5144,TWM
2,1,2,2,1,2399738.157,34.1985,0.0367,0.0667,0.135,74427733.33,7806727509,9.7,7.8333,12.3333,0,923840.1692,931844,TSK
1,1,1,2,1,2121728,32,0.055,0.0483,0.0617,72310784,7804990123,9.9333,7.5,15.3333,0,930584.1135,939057.0676,TSK
2,1,6.3333,1.3333,1,80255.8724,8.2979,0.1917,0.2317,0.3467,6917181440,7859274411,8.2,7,11,0,913324.079,921827.695,TVM
2.1667,1,3.3333,2,3.5,124512.2498,12.6994,0.2217,0.1217,0.13,7002214400,7888886443,7.9667,7,10.3333,0,923826.6586,932052.2856,TVM
1,1,0.8333,1,1,2191368.2,32,0,0,0.03,5307893760,7850378581,11.0667,7.8333,18.5,0,917683.033,926750.0861,TWM
1.8333,1.6667,1.1667,2,1,2095405.357,38.3994,0.005,0.02,0.0383,2014676992,7804682240,9.3667,7.8333,13.5,0,916275.7748,924685.3033,TSK
26,1,97.5,1,3.5,13515.5724,2.2997,1,1,1.04,73902762.67,1931819691,10.1667,8,13.1667,0,912811.3678,921530.0424,WSK
1,1,1,1,0.8333,2177045.402,34.8128,0,0,0,2813556736,7853239637,8.6667,7.6667,9.8333,0,912861.1782,921524.8113,TWM
1,1,1,1,0.8333,13519.2625,2.3006,0.03,0.055,0.1033,7068444672,7927419563,9.1667,7.6667,12.3333,0,912235.235,921649.834,NTS
1.3333,1.6667,1,1,1.3333,267031.3193,43.994,0.0567,0.1667,0.165,6974418944,7886289579,13.5,8,33.3333,0,922920.2,932104.6,NTS
2.8333,5,1.6667,2.3333,1.8333,89702.4,10.8,0,0.0767,0.2483,6965620736,7877751467,9.7333,7.1667,17.1667,0,925123.8784,931701.0628,TVM
1,1,1,1,1,2118451.2,36,0,0,0,73193472,7849691819,8.8,7.6667,11,0,924034.8,931856.6,TWM
1,1,1,1,0.6667,12697.6,2.4,0.025,0.0967,0.1383,7116914688,7932747776,9.3667,8.1667,12.1667,0,911792.927,921267.3144,NTS
1,1,1,0.8333,1,1681800.38,43.5972,0.0117,0.0033,0.05,5853640021,7885423957,8.8333,7.6667,11.3333,0,914613.3993,921753.7067,TWM
1,1,1,1,0.3333,16384,3,0.105,0.0717,0.12,6963822592,7890643627,10.1333,8,14.1667,0,923237,931763.2,NTS
1.1667,1,1.8333,1.3333,1,2142331.841,34.1996,0,0.02,0.07,2037650091,7806085803,8.5,7.3333,9.8333,0,922944.7748,931991.6838,TSK
3,3.8333,5.6667,1.5,1.8333,86016,11,0.3567,0.4983,0.4967,6953066496,7875399680,8.4667,7,12,0,913037.3126,921446.2243,TVM
1,1,1,1,1,15153.97,2.6997,0,0.0833,0.1333,7118723072,7932476757,10.7333,7.8333,17.3333,0,877059.1622,884676.0126,NTS
1.1667,1,1.3333,1,1.8333,2163758.081,33.595,0.0217,0.065,0.1217,3698890752,7806244864,8.7333,7.8333,10.1667,0,923189.8,931801.4,TSK
2.1667,1,2.1667,5.3333,1.3333,117145.6,14.8,0.0383,0.2033,0.3617,6920471893,7860409003,10.0667,7.3333,13.3333,0,912661.391,921677.992,TVM
1,1,1,1,1,1556078.987,26.4008,0,0.06,0.09,4510797824,7848730624,9.4333,7.8333,12,0,913828.3473,921580,TWM
2.3333,1.8333,2.1667,2.6667,3.5,98357.1417,10.0052,0.2817,0.305,0.38,7006273536,7886295040,9.9667,7.3333,14.8333,0,923042.3383,931886,TVM
26,1,2.3333,99.6667,1,1746172.734,32.8012,1.0067,1.0183,1.08,74602496,2484901888,11.4333,8.1667,17,0,923147.2698,931794.504,WSK
2,1,5.6667,1.5,1,98300.3099,15.2994,0.0817,0.15,0.2833,6926231552,7865283925,9.2,7.1667,12.5,0,922477.2973,930894.6306,TVM
1.5,1,1.6667,1.6667,1,2090522.138,37.399,0.0217,0.07,0.1317,71651328,7803572224,9.6,7.5,13.1667,0,922874.9459,931867.3874,TSK
1,1,1,1,0.6667,16384,3,0,0.065,0.1317,7115653120,7933446827,9.0333,7.8333,11.5,0,918546.5974,921173.9377,NTS
1,1,1,1,1,7786.0901,1.6006,0,0,0.01,7071795200,7928920064,9.9667,7.8333,14.3333,0,912492.2314,921599.6315,NTS
1,1,1,1,1,7786.0901,1.6006,0,0,0.01,7066559829,7927256405,10.3333,7.8333,14,0,913656.1813,922511.9929,NTS
2.5,1.3333,4.8333,3,1.1667,115106.2102,15.5015,0.135,0.545,0.6417,6993758208,7883270144,10.4,7.3333,16,0,923432.3473,931933.7618,TVM
1,1,1,1,1,2210327.063,33.2002,0,0,0.03,349057024,7853219157,8.5333,7.5,10.3333,0,922940.1895,931823.9033,TWM
26,1,100,1,0,2238443.5,34.996,1,1.01,1.06,1428625408,4203988992,9.9,8.5,11.6667,0,890312.8649,898897.9429,WSK
1,1,1,1,1,2559389.085,68.6016,0.0233,0.0883,0.125,5959442432,7847353685,8.5,7.6667,10.1667,0,922991.6171,931658.8138,TWM
