CPU_Total,CPU_P1,CPU_P2,CPU_P3,CPU_P4,Disk_wrVolume,Disk_wraccessVolume,Load_1min,Load_5min,Load_15min,Mem_Avail,Mem_freeTotal,Ping_Time(ms),Ping_Min(ms),Ping_Max(ms),Ping_PacketLoss,Traffic_inVolume,Traffic_outVolume,Class
14,17.1667,11.1667,12.5,15.8333,316372.9669,34.5308,0.6817,0.565,0.395,6913118208,7857364992,1158.7333,484.1667,2073.3333,0,2787706.125,735517.1626,TVMwL
5,10,3.1667,4.8333,2.8333,3929458.312,37.2269,0.3467,0.2233,0.1483,5704464384,7883570517,1261.72,647.8,1833.6,0,2908755.578,777329.3184,TWMwL
13.3333,16.3333,9.3333,12.1667,15.5,571328.2154,54.45,0.465,0.3367,0.2067,6979612672,7878586368,1217.5,441.3333,1864.6667,0,2832301.59,766361.8638,TVMwL
6,11,2.3333,5.5,5.1667,6123639.402,37.6861,0.2567,0.31,0.2083,761308501.3,7800899584,1447.1,1060,1978.3333,0,2888611.398,764390.1986,TSKwL
13.1667,10.3333,10.6667,18.1667,14,287748.5605,32.5952,0.3483,0.4267,0.325,6950350848,7873633621,813.3429,381.5714,1538.4286,0,2742135.34,755311.747,TVMwL
5,10,3,3.5,3.8333,318562.2516,54.887,0.1333,0.185,0.12,87281664,7847706624,925.9667,327.3333,1578.6667,0,2839865.218,768492.1232,NTSwL
5,10,2.1667,3.8333,4.8333,5680337.568,38.0956,0.4617,0.3883,0.2367,1684764672,7855045973,1310.3,908,1821.3333,0,2914842.844,757754.5686,TWMwL
5,10.1667,2.8333,4.8333,3,5030269.796,41.4767,0.2383,0.205,0.12,6025648128,7848153771,1302.2667,884.8333,1926.5,0,2807466.083,795365.626,TWMwL
5,10,3.3333,3.3333,2.8333,16384,3,0.1417,0.145,0.08,7069265920,7926498645,983.64,469,1734.2,0,2652339.32,764208.2287,NTSwL
5,10,2.8333,4.5,2.8333,29160.9023,5.7462,0.1817,0.1367,0.0533,7115673600,7929182891,1073.4,572.3333,1657.6667,0,2744442.657,771485.2902,NTSwL
6,11,4,5.5,2.8333,6526541.36,41.098,0.0983,0.165,0.17,71712768,7806522027,1127.2,496.1667,1811,0,2813024.155,721381.2824,TSKwL
5.1429,9.8571,3.1429,3.7143,4.2857,5666646.727,41.5347,0.3967,0.1817,0.0633,141213013.3,7852836181,1119.2,416.6667,2376.6667,0,2873687.112,802106.9722,TWMwL
5.3333,5.1667,4.6667,4.3333,6.8333,378856.6862,37.4712,0.085,0.1267,0.1617,6909296640,7856632491,800.04,468.4,1143.4,0,2009997.071,828331.3728,TVMwL
5.5,10.5,1.8333,3.6667,5.1667,5451704,34.0352,0.2567,0.27,0.1417,1112057856,7852520107,1244.0333,541.6667,1813.8333,0,2786217.07,742607.4944,TWMwL
32,26.1667,3.1667,97.8333,1,13990.3376,2.4156,1.4233,1.3333,1.2267,530326186.7,3580784640,1077.3429,548.7143,1836.4286,0,2844158.539,790902.7236,WSKwL
6,10.8333,3,5,5,5924145.805,41.2164,0.0967,0.1583,0.1117,83532458.67,7804790784,1208.9,474,2065.6667,0,2833394.242,724949.7659,TSKwL
5,10,2.6667,3,4.6667,16384,3,0.1583,0.0883,0.0267,7114428416,7931954517,1426.0667,718,2498.8333,0,2674214.416,694309.69,NTSwL
32,26,1,0,100,14786.4506,2.61,1.4317,1.3133,1.16,69879808,3011758080,1196.1429,355.4286,2219.5714,0,2735079.033,723036.7367,WSKwL
5.1667,9.8333,2.6667,5.5,2.6667,16384,3,0.158,0.206,0.12,6968512512,7887575723,907.04,267.4,1788.4,0,2657581.388,745619.376,NTSwL
13.8333,14.5,15.5,13,11.8333,300362.8878,34.2406,0.515,0.57,0.505,6912110592,7858029909,1411.8667,1039.5,1987.6667,0,2843727.758,725897.276,TVMwL
13.6667,14.5,14.6667,13.1667,12.3333,583262.1546,57.9082,0.6067,0.4933,0.305,6951870464,7874969600,1256.8333,831,1694.8333,0,2717747.284,769909.1703,TVMwL
2.8333,4.8333,1,2.3333,2.6667,14744.6968,2.5998,0.0733,0.0267,0.0117,6975479808,7887078741,1598.4,560.6667,3212.3333,0,1179602.651,533868.0073,NTSwL
6,11,2.6,4.4,5.2,5852247.081,41.5389,0.38,0.33,0.26,77188437.33,7807102976,1247.5333,644,1776,0,2887643.8,762623.95,TSKwL
5,10,2,4.8333,2.5,11412.3317,2.1908,0.4283,0.3217,0.21,7116275712,7933980672,1603.72,794.2,2366.6,0,2598193.942,651518.7181,NTSwL
2,2.5,1.6667,1.6667,1.8333,3322460.18,34.4317,0.0867,0.11,0.09,71819264,7805345792,664.8333,371.5,964.8333,0,2091827.815,806562.3559,TSKwL
6,11.3333,2.3333,5,4.6667,283854.9904,51.5337,0.2717,0.3017,0.1983,6979164160,7888776533,598.3143,189.2857,1256.2857,0,2910221.017,816089.4706,NTSwL
14.6667,15.5,13.6667,7.3333,22,280850.5269,32.8032,0.5617,0.5333,0.3433,6916935680,7859459413,1221.8,716.8333,2019.6667,0,2900834.558,794633.375,TVMwL
5,10,1,4.3333,4.8333,4669274.428,37.1849,0.2083,0.1933,0.1833,6712479744,7857410048,297.8917,8.1667,1374,3.3333,2593624.339,599939.5772,TWMwL
5,10,2.5,3.3333,4.3333,5571249.292,37.1122,0.1783,0.225,0.1817,2693191680,7852885333,1156.2,463.1667,1855.5,0,2916102.565,806842.0121,TWMwL
13,16.3333,10.6667,11,13.8333,671825.6003,60.5899,0.588,0.514,0.358,7035344896,7888884395,1492.0333,996.8333,2022.3333,0,2833328.833,749057.698,TVMwL
5,10,2.3333,5,3.3333,4450838.253,36.0761,0.37,0.265,0.1533,2924894208,7854398123,1307.08,1010,1615.4,0,2858879.465,778613.5513,TWMwL
6,11.6667,1.6667,6,3.6667,16384,3,0.2633,0.2783,0.155,6932430848,7874927275,1326.2667,849.6667,1974.3333,0,2699150.071,724383.0997,NTSwL
5.2,10,3.8,4.2,2.8,5127009.208,39.6743,0.2917,0.1783,0.0667,72797525.33,7849187328,1100.9667,451.1667,2043.1667,0,2844551.216,736025.1642,TWMwL
13.6667,14.8333,10.6667,16,11.6667,285268,31.5264,0.53,0.5633,0.4967,6979659776,7879172096,1112.9667,606.6667,2004.5,0,2878423.554,780428.6209,TVMwL
2.8333,4,2,3,1.5,3366860.051,39.079,0.045,0.0283,0.0417,848808618.7,7801049771,609.2667,207,830.6667,0,2076236.013,790922.3902,TSKwL
6,11,3.2857,4.8571,3.1429,6044851.566,42.8626,0.1633,0.2283,0.1867,72574976,7802746197,1257.0333,706,1903.3333,0,2891305.248,784142.3086,TSKwL
5.5,10.1667,2.5,5.5,3,4669330.163,36.8223,0.2883,0.2217,0.1383,4372783104,7848606574,1203.9,699.3333,1988,0,2895520.492,781852.2571,TWMwL
5,9.3333,3.1667,2.1667,4.6667,37840,5.3281,0.185,0.1867,0.1217,7066472448,7924790613,801.2667,169.6667,2136.5,0,2656337.386,750492.1885,NTSwL
6,11,3,6.8333,2.5,5454296.562,43.6761,0.2233,0.1883,0.11,2441571669,7806022997,1074.7,657.8333,2084.3333,0,2871535.937,767019.2441,TSKwL
14.3333,12.6667,23.3333,11,10.5,323606.1648,33.979,0.6067,0.5283,0.3883,6990708736,7884477099,1056.1333,585,1484.6667,0,2861244.658,777302.2092,TVMwL
6,11.1667,3.3333,4.3333,3.6667,16384,3,0.2833,0.3017,0.2067,6966294528,7885484715,1052.4667,321.3333,2051.3333,0,2733816.12,745275.935,NTSwL
13,12,12.8333,17,10.5,284387.8692,32.2413,0.6017,0.59,0.4117,6941369685,7870298795,436.8,9.1667,1286.6667,0,2384172.424,701465.9269,TVMwL
32,27.1667,1,1,100,6068751.384,40.4279,1.435,1.215,1.1,2081851392,4562880512,860.2667,330.8333,1482.5,0,2868529.207,810242.0391,WSKwL
32.6667,27.6667,100,1.6667,1,8070.6969,1.4778,1.5067,1.4367,1.2433,540391833.6,3307485594,1347.24,474.2,2250.2,0,2810424.593,727087.405,WSKwL
5.5,10.5,2.6667,5.5,2.6667,4455857.367,36.6982,0.19,0.2183,0.1833,2673364992,7853108565,1302.4667,804,1631.5,0,2884903.906,776491.2558,TWMwL
5,10,2.1667,4.6667,3.1667,11522.9549,2.2088,0.34,0.205,0.08,7067799552,7923961856,633.08,168.4,1641,0,2725227.433,786291.0581,NTSwL
6,11,3.8333,5.5,2.5,5860321.732,42.8284,0.3333,0.3333,0.2733,2309029888,7805416789,1142.6,636.6667,1819.6667,0,2942698.902,772747.7677,TSKwL
13.5,14.3333,14.6667,9.3333,15.3333,536321.9852,54.2346,0.5267,0.465,0.305,6954029056,7874725888,1049.1667,523.6667,1895.8333,0,2659934.934,740087.8316,TVMwL
4.6667,9.1667,1.8333,4.3333,3.5,16384,3,0.24,0.1917,0.14,7066058752,7925443243,469.6857,35.5714,1490.2857,0,2667129.338,763363.1352,NTSwL
14,15.3333,17.3333,13.3333,9.8333,289378.0359,33.0677,0.485,0.545,0.4917,6984366080,7882654379,1253.4333,569.5,2282.1667,0,2796488.877,743829.4282,TVMwL
24.8333,11,37.1667,21.6667,29.6667,6234524.871,40.8895,0.785,0.9333,0.8433,4180152320,6620090368,1248.1667,806,1864.8333,0,2863029.428,761497.639,WSKwL
32,26.1667,1,100,0.1667,4096,1,1.2283,1.4167,1.365,190227797.3,3338761557,1620.48,1086,2168.6,0,2739735.504,644928.3003,WSKwL
6,11,3,5.4,3.2,6065004.37,42.0008,0.2767,0.25,0.1933,1625833472,7805288448,888.8667,529.5,1615.3333,0,2862935.279,768010.5098,TSKwL
5.1667,10,3.3333,4.3333,3.3333,5193954.35,40.0041,0.2883,0.175,0.0683,5667614720,7849694549,972.5333,302.1667,2237,0,2909681.936,802878.8503,TWMwL
5.3333,9.8333,2,5.8333,3.5,5099002.277,38.204,0.08,0.1567,0.1467,4328550400,7848669769,1402.6,715,2217.3333,0,2820271.038,720660.3709,TWMwL
5,9.8333,3,4.3333,2.1667,16384,3,0.2133,0.0783,0.02,7115673600,7930202795,812.5333,327,1460.1667,0,2799339.589,774314.9964,NTSwL
6,10.8,2.4,4.6,5,5114855.401,40.7717,0.2,0.19,0.1717,72506709.33,7803881472,1137.4333,582.3333,1850.3333,0,2858429.417,762249.6062,TSKwL
5.1667,10.1667,3.8333,4,2.8333,5124710.194,36.1,0.21,0.1267,0.045,4441294848,7848977067,699.9667,349.8333,1160.3333,0,2926681.543,796294.9519,TWMwL
6,10.8333,4.5,5,3,5952207.223,43.3067,0.3033,0.3333,0.2483,953403392,7806425088,950.6,476.5,1517.3333,0,2847047.511,761591.9747,TSKwL
5.8333,11.3333,5.3333,2.8333,2.6667,16384,3,0.1667,0.1967,0.18,6980206592,7888894635,780.6,294.5,1642,0,2744941.625,781617.6849,NTSwL
5,10,3.3333,2.5,3.5,281202.6751,45.6236,0.225,0.225,0.1333,7068635136,7925938859,677.9667,212,1072.3333,0,2761431.475,835927.3547,NTSwL
6,11.1667,3,6.5,2,15247.1025,2.7224,0.1217,0.1917,0.115,6977572864,7889260544,764.9714,216.7143,1338.5714,0,2856020.372,854654.758,NTSwL
12.1667,11.3333,10.5,12.1667,16,327471.4395,35.2739,0.3933,0.4483,0.3267,6950565888,7873795413,1107.1333,776.1667,1666.5,0,2776679.867,785788.7124,TVMwL
32,26,1,1,100,16384,3,1.4083,1.21,1.08,71135914.67,1732515840,1275.0571,531.2857,2007.4286,0,2854656.594,800207.9066,WSKwL
5.1429,10.2857,2,5,3.2857,5531055.222,37.7214,0.3967,0.2283,0.1483,832417792,7853124949,1069.7667,166,2309.1667,0,2811110.312,775902.6764,TWMwL
32,27.1667,100,1,1,4072467.159,35.7524,1.325,1.195,1.1017,2611183616,4869743957,1509.4286,908.1429,2152,0,2798167.9,730721.4336,WSKwL
6,11,3.5,5.6667,2.5,7050298.052,83.9642,0.1817,0.1983,0.1667,74240682.67,7804871339,703.8333,406.1667,1223.8333,0,2829972.613,717258.9172,TSKwL
5.1667,3.6667,6.5,6.3333,4.6667,218776.6746,25.2575,0.1633,0.1133,0.12,7001827328,7888539648,451.7333,165.6667,1276,0,1956807.055,781985.931,TVMwL
5.6667,11.1667,2.3333,6.5,2.1667,45357.0084,7.1377,0.2133,0.2517,0.1933,6966575787,7885785088,861,279.3333,1634.6667,0,2757061.197,775043.02,NTSwL
5.8571,10.8571,2.4286,4.8571,5,6046137.108,42.6077,0.1483,0.265,0.1817,72226816,7802389163,610.4667,7.6667,1870.8333,0,2745429.932,748855.5634,TSKwL
31,11,100,1,12,1459132.335,42.1586,1.205,1.3467,1.27,72584533.33,1771178667,822.4,352,2032.6667,0,2811695.08,690867.717,WSKwL
13.8333,14,21.6667,11.6667,8.3333,503105.8147,66.2531,0.73,0.7233,0.585,7038275584,7889101483,1402.8333,919.3333,1866.1667,0,2743668.854,744119.6097,TVMwL
13.6667,13.1667,19.1667,13,8.3333,372331.0671,39.1106,0.5367,0.6,0.4817,6939127808,7868367531,760.5,183.6667,1759.5,0,2808439.741,761258.6968,TVMwL
5,9.8333,2,4.8333,3.8333,6221124.195,43.9955,0.222,0.19,0.11,6146828288,7884795904,1417.6333,766.6667,2440,0,2715087.515,697555.0842,TWMwL
30,9.8333,100,11,1,5921414.655,45.7719,1.23,1.256,1.162,3383705600,6062083413,1294.2667,570.3333,2177.5,0,2811710.612,735448.3864,WSKwL
24,11.1667,17.8333,34.6667,31.3333,6178882.065,41.982,0.9717,1.0133,0.8533,4221870080,6650285397,867.6667,209,2045.3333,0,2739179.143,717311.8099,WSKwL
32,25.3333,0.6667,100,1,15748,2.8447,1.332,1.222,1.11,73854976,2107323051,1339.2,791.8333,1891.6667,0,2882935.993,785832.564,WSKwL
32,26,100,1,1,5576024.97,44.8895,1.1267,1.2467,1.205,880414720,3794611541,1091.6857,536.2857,1952.2857,0,2708214.439,756361.0474,WSKwL
5.8333,10.8333,1.5,5.1667,4.3333,5061303.453,38.1351,0.235,0.195,0.1,5459230720,7848922551,1199.6667,433.1667,1924.5,0,2802970.958,761091.2955,TWMwL
5.1667,10.1667,3.8333,4.1667,2.5,4728560.049,33.0357,0.1583,0.1667,0.08,2964705280,7853527723,1355.7333,827.8333,1923.8333,0,2879116.829,790020.2727,TWMwL
5,10,4.3333,4.6667,1.5,4683661.596,35.6527,0.2833,0.2217,0.1217,5632882278,7849485926,1446.8,1032.1667,2111,0,2925864.462,768138.6869,TWMwL
27.1667,12.6667,18.3333,37,40.6667,5826716.171,39.7445,1.045,0.7717,0.795,4746285056,6362081963,792.9333,339.3333,1567,0,2862507.361,741530.2747,WSKwL
6,11.6,2.4,6,3.8,6056751.286,41.7994,0.1667,0.1633,0.11,73187328,7802129749,1558.7333,848.1667,2442.1667,0,2804468.922,693522.1766,TSKwL
32,26,1.3333,1.8333,98.8333,37097.6265,5.7047,1.3817,1.2433,1.12,1079756800,3936389120,761.7667,134.3333,1622.5,0,2815019.965,770444.4813,WSKwL
30,9.8333,1,100,11,145348.3049,27.8217,1.24,1.2483,1.1567,71684096,1340272640,1340.6,882,1875.4286,0,2826778.227,768628.8141,WSKwL
14.5,14.8333,16.1667,11.8333,15.3333,625820.9649,55.3933,0.41,0.4917,0.365,6912176128,7857641472,1066.8,554.4286,1590.1429,0,2891947.31,808518.4425,TVMwL
5,10,2.6667,5.8333,1.3333,16384,3,0.2383,0.1983,0.1117,7070522709,7927784107,865.1,174.1667,1743.6667,0,2717537.83,796364.0746,NTSwL
14.3333,14.3333,15.6667,12.5,15,711139.8477,66.3452,0.785,0.3933,0.2417,6944415744,7870833323,1537.8667,768.1667,2312.1667,0,2805027.852,692781.1241,TVMwL
6,11,3.2857,5,3.8571,5938104.474,41.8217,0.215,0.205,0.1333,115204096,7802556416,883.7667,223.5,1666.1667,0,2863295.015,741381.1296,TSKwL
5,10,2.5,4.6667,2.8333,27370.0571,5.2616,0.24,0.2517,0.16,7115948032,7930616491,707.4667,217,1797.8333,0,2690195.392,755178.2622,NTSwL
5,10.1667,2,6.5,2.1667,5082834.813,38.2514,0.1867,0.1333,0.0533,6085398528,7848505929,1143.5714,687.4286,1831.4286,0,2811265.478,787273.3557,TWMwL
4.6667,9,2.1667,5.5,2,16384,3,0.2867,0.195,0.1233,7068080128,7925919061,403.5667,9,802.6667,0,2752295.698,842390.7302,NTSwL
2.3333,3,1.3333,2.5,1.1667,3455743.768,36.2579,0.1,0.0583,0.0767,89919488,7806816939,545.5333,63.3333,1122.8333,0,2021580.019,755089.4931,TSKwL
6,11.8333,2.6667,6.1667,3.1667,6094676.365,40.8804,0.17,0.245,0.2,3046729728,7805431125,1262,766.5,1679.3333,0,2876888.149,790350.5233,TSKwL
13.3333,14.5,9.5,17.5,11.5,396712.2637,43.7522,0.7067,0.7367,0.625,7006666752,7885275819,1305.4667,1108.8333,1629.6667,0,2735409.856,730915.0497,TVMwL
6,11.2857,2,6.4286,4,4309003.45,35.5258,0.255,0.28,0.1983,73493845.33,7805001728,1312.0667,703.6667,1826.5,0,2949945.677,787098.2358,TSKwL
5.1667,10,3,3.6667,3.6667,13758.8932,2.5727,0.2367,0.205,0.1817,6979522560,7888684373,564.5429,130.7143,1225.4286,0,2905689.769,816206.4308,NTSwL
5.1667,10,2,5.5,3.1667,3699781.981,35.26,0.22,0.2217,0.1833,72388608,7851988309,818.4,404.1667,1872.5,0,2809350.302,695503.8348,TWMwL
4.8333,9.5,1.8333,2.8333,5,14772.0489,2.6065,0.1833,0.205,0.18,7068753920,7924589909,907.52,7.6,2232.4,0,2759110.206,710312.5837,NTSwL
5.8333,10.8333,3,3.8333,4.8333,16384,3,0.1871,0.1943,0.0986,6967576576,7886605653,1009.6667,223.6667,2324,0,2834551.916,798864.2378,NTSwL
6,11,2.1667,4.6667,5.3333,6155466.526,44.533,0.1817,0.2417,0.1717,72940202.67,7804502016,1047.2333,479.1667,1865,0,2975436.802,794380.2371,TSKwL
14.1667,14.5,12.8333,11,17.6667,635338.2305,58.6731,0.4767,0.3533,0.245,6987653120,7883068757,1226.16,667.4,1753.2,0,2962170.144,795706.3647,TVMwL
6,11,2.3333,5.5,3.3333,16384,3,0.2514,0.22,0.1871,6931748181,7872778240,1465.2667,660.6667,2416.8333,0,2618012.28,687324.6572,NTSwL
30.5,10.5,1.5,100,11.1667,417811.1581,57.898,1.315,1.3,1.22,73910954.67,2791118848,886.4667,405,1828.6667,0,2739705.423,743480.1289,WSKwL
5.1667,10.1667,1.3333,6.1667,3.3333,3557839.694,34.9788,0.3883,0.335,0.22,2890549658,7854436352,1236.08,598.6,2047.2,0,2819049.385,766618.5371,TWMwL
32,27,1,0.8333,100,13963.3311,2.409,1.6,1.495,1.3167,271919104,3394993493,1150.1,332.6667,2415.5,0,2717958.091,663969.0657,WSKwL
12.6667,19.6667,12.6667,9.3333,10,510347.0803,66.3219,0.7333,0.5,0.2683,7045038763,7891113984,1415.2333,781.8333,2367.5,0,2664021.104,693191.2613,TVMwL
5.8333,10.8333,2,6.5,3,5112299.975,37.8011,0.16,0.08,0.0333,5905889963,7850524672,929.3917,255.5,1810.8333,3.3333,2817317.752,692914.5422,TWMwL
6,11.5,2.8333,5.1667,3.6667,16384,3,0.3283,0.1817,0.0767,6935087104,7876409344,1317.1333,741.6667,1997,0,2706538.924,718437.2601,NTSwL
12.1667,12.1667,17.5,11.5,7.5,351335.8074,38.3263,0.535,0.53,0.3467,6958901248,7876422315,534,7.6667,2027.1667,0,2733661.407,738663.2968,TVMwL
6,11.1667,3,4.8333,4,13715.5961,2.3485,0.3917,0.2717,0.17,6980761600,7889834667,1156.8,502.6667,1960.3333,0,2806977.065,738085.7223,NTSwL
6,11.3333,2,6,3.8333,5740834.158,42.9312,0.2883,0.2683,0.205,77731840,7805478229,816.2333,456.5,1475,0,2833871.307,721919.2747,TSKwL
5.6,10.8,2,5.8,2.8,5731779.394,39.9449,0.28,0.2417,0.185,72473258.67,7852412928,1411.3,671,2301.1667,0,2896174.97,779609.8634,TWMwL
6,10.8333,2.1667,6.1667,3.5,5361977.004,43.7391,0.34,0.325,0.2317,72759978.67,7803527168,1250,656.5,2157.6667,0,2850628.461,751345.4079,TSKwL
6,11,3.3333,5.6667,3.3333,6044063.518,43.2004,0.31,0.23,0.18,292005205.3,7800901632,937.9,409.8333,1470.8333,0,2944872.18,798578.321,TSKwL
30,9.8333,100,11,1,5636575.402,40.239,1.336,1.286,1.156,3419613184,6086619136,735.4,235,1792,0,2658658.921,688316.4693,WSKwL
6,11,2.8333,5.8333,3.8333,6325825.276,41.1177,0.2917,0.2417,0.1933,71892992,7803010389,1151.7333,691,1911.5,0,2999282.607,806596.4718,TSKwL
6,10.6667,2.3333,7,2.8333,5865556.691,41.5919,0.2667,0.3333,0.245,1859002368,7806491307,1240.48,534,2393.2,0,2683417.444,679564.7668,TSKwL
5,9.8333,2.1667,5.1667,2.6667,26604.9311,4.8715,0.1667,0.17,0.1067,7086565376,7925329237,1097.3333,370.1667,2026.1667,0,2718490.818,780784.2292,NTSwL
4.6667,9,2.1667,4.6667,3.3333,5585119.662,38.231,0.07,0.0183,0.0033,5702635520,7849403538,372.6,7.8333,1482.6667,0,2700761.923,704670.0406,TWMwL
14,14.1667,14,9.8333,16.5,256255.7364,28.6413,0.465,0.4667,0.36,6968057856,7878127616,1111.6667,627.1667,1678.5,0,2891666.025,801092.028,TVMwL
5,9.8333,2.1667,6.3333,2.1667,4317521.751,32.055,0.1383,0.1817,0.13,248459946.7,7849758720,1228.9,552.1667,1828.8333,0,2748086.384,770396.3769,TWMwL
32,25.1667,1,1,100,16384,3,1.3367,1.3133,1.2617,1451644245,4246697984,1498.32,1010.4,2137.8,0,2604561.265,690110.968,WSKwL
6,11.3333,3.6667,5.3333,3.3333,5966234.478,40.9399,0.295,0.29,0.2183,3746906112,7805702144,1251.8333,386.6667,2070.6667,0,2813104.663,735306.7049,TSKwL
5.8333,11.1667,3.5,5,2.5,15255.2587,2.7244,0.22,0.2033,0.095,6975936512,7889131520,516.0333,143.5,1161.3333,0,2705789.337,771605.0732,NTSwL
5.1667,10.1667,3.1667,3.3333,4.1667,3639816.643,34.6713,0.45,0.29,0.1433,1517301760,7849236480,1290.6333,551.6667,2051.5,0,2969941.33,817235.719,TWMwL
31.5,23.8333,0.8333,1,100,6484.6953,1.3888,1.145,1.0517,1.0283,71764650.67,1180256939,935.3714,557.5714,1370.2857,0,2926300.718,834798.2963,WSKwL
6,11,2.4286,5.2857,3.8571,4825099.794,34.805,0.1517,0.2483,0.2333,923277312,7804898645,515.7333,223.3333,1137.6667,0,2729471.594,730112.8205,TSKwL
32.3333,27,100,1,1.3333,5983968.348,41.8961,1.4633,1.1733,1.11,107860650.7,1870746283,1385.1667,838.5,1906.8333,0,2887064.951,752536.239,WSKwL
6,11.1667,3.8333,5,2.6667,6985369.681,44.1881,0.1367,0.25,0.2067,3338342400,7805310976,1263.7,678.8333,1745,0,2949625.809,783887.1159,TSKwL
6,11.3333,3.1667,5.3333,2.3333,8106.3096,1.6527,0.135,0.2017,0.1,6944642389,7891563861,860.7333,458.6667,1621.3333,0,2773067.778,770855.1628,NTSwL
14.1667,14.1667,16.5,13.8333,13,653481.2813,79.0165,0.735,0.52,0.35,7035559936,7889027072,1504.1667,946.8333,2375,0,2870062.013,761873.5812,TVMwL
30.6667,19.5,19.3333,69.5,14.8333,4969553.547,76.3779,1.365,1.245,1.0683,4495001600,6155046229,475.1667,9.5,1206.3333,0,2706340.763,731973.1595,WSKwL
6,11.5,3.1667,6.8333,2,7092251.807,44.2605,0.145,0.15,0.0917,1509068800,7805584043,1330.6667,762.8333,2237.1667,0,2898498.149,751226.8168,TSKwL
12.6,15.6,7.4,17.2,11,292824.9693,33.2244,0.65,0.6617,0.535,6929223680,7866206208,957.24,8,2964.2,0,2543265.926,563006.4421,TVMwL
6,11.2857,3,5.4286,4,5778488.8,39.8116,0.2467,0.245,0.19,72520362.67,7801964544,281.7333,7.5,1156.5,0,2893617.834,791762.8819,TSKwL
6,11.1429,2.2857,4,5.8571,6295952.112,39.8349,0.2,0.125,0.1,71605589.33,7803471189,965.1333,179.3333,2311.6667,0,2859194.247,727675.8213,TSKwL
30,11.6667,71.8333,18.3333,18.3333,5558601.294,37.4164,1.165,1.1383,1,4534284971,6208890197,986.4667,415,2026.3333,0,2832644.244,740069.9756,WSKwL
6,11.4286,4.5714,4.4286,3.7143,5910832.562,45.6853,0.4333,0.335,0.235,72495786.67,7804861781,567.6333,99.6667,1722.6667,0,2762566.586,654193.4025,TSKwL
5,10,2.1667,5.3333,3.3333,3807555.034,31.127,0.1183,0.2117,0.18,1032454144,7851992405,1038.3333,445.5,1716.1667,0,2806476.701,753428.3103,TWMwL
13.1667,15,8.6667,13.1667,15.3333,305066.8192,34.6083,0.5267,0.6083,0.4917,6982483968,7880630272,1157.6,834.3333,1665,0,2947511.159,795001.135,TVMwL
4.5,8.8333,1,3.3333,4.6667,9067.6683,1.8092,0.295,0.2983,0.2067,7116060672,7933773824,1068.2167,651,1665.5,3.3333,2151193.285,721836.5833,NTSwL
4.8333,9.8333,3.6667,4.6667,1.1667,4422490.492,35.5915,0.3183,0.3083,0.2333,6656122880,7856863232,665.68,8,1870.4,0,2490201.266,555535.0476,TWMwL
5,9.5,3.3333,4.5,2,3265062.532,33.3053,0.275,0.2483,0.2167,6639497216,7857882453,504.64,8,1344.4,4,2521933.845,614575.0868,TWMwL
5.5,10.5,3.5,5.3333,2.3333,15055.8797,2.6758,0.1267,0.0483,0.0083,6945810432,7892651349,1118.2,668.8333,1706.1667,0,2779963.734,787230.6723,NTSwL
5.1429,10,2,5.1429,3.7143,4876617.975,35.8893,0.4333,0.315,0.2217,112482304,7851823787,1157.1333,386.3333,2067.3333,0,2880205.589,794624.2431,TWMwL
14,13,15.1667,15.3333,12.6667,708603.282,63.7673,0.57,0.44,0.308,6999644160,7884239531,1280.6333,325.5,2494.1667,0,2756980.937,724712.9979,TVMwL
4.8333,9,3.5,4.1667,2.5,13810.5385,2.3717,0.295,0.2567,0.1667,7068938240,7927331499,933.6286,374.1429,2049.7143,0,2635146.795,771276.4935,NTSwL
32.1667,27.3333,1.5,100,1,6506314.36,79.7188,1.3667,1.3717,1.2767,95529642.67,3200348843,1113.5667,485.6667,1722.6667,0,2834583.881,775355.3551,WSKwL
13.6667,15.6667,10.3333,17.6667,10.5,422153.4406,43.3995,0.6,0.285,0.2467,7006326784,7886951083,1386.8,998,1929.6667,0,2783331.091,742479.9805,TVMwL
5,10,1.5,3.1667,5.3333,39095.5275,5.4644,0.2517,0.2717,0.1733,7118628864,7932718421,798.08,419.2,1387.8,0,2704864.443,731774.3363,NTSwL
6,11,4,5.1667,3,7521.3099,1.5575,0.2383,0.085,0.0233,6975672320,7888310272,676.3667,335.8333,1349.8333,0,2866257.401,779843.5827,NTSwL
5,10,1,6.6667,2.8333,4929594.885,40.1197,0.3333,0.2917,0.1733,1096919040,7852102997,910.4333,383.5,1736.5,0,2881171.021,788008.0882,TWMwL
6,10.8571,3.4286,4.7143,4.7143,5959921.719,40.8537,0.1833,0.26,0.1883,541342378.7,7800834048,1121.4,290.3333,2013.3333,0,2922411.978,763006.2629,TSKwL
5,10,2.8333,5,3,5036502.931,39.7355,0.3483,0.2533,0.1583,6228998144,7849106773,1275.9333,641.6667,1729.3333,0,2904797.999,775216.373,TWMwL
6,11,2.6667,6.1667,3.3333,6069864,39.9336,0.205,0.1717,0.1017,72038400,7805895339,899.2,482.1667,1576.3333,0,3010891.101,802035.7238,TSKwL
6,11.2857,3.5714,4.7143,3.4286,6062226.83,44.0801,0.2883,0.275,0.19,1899229184,7806587563,944.7,439.5,1786.1667,0,2792844.398,722525.6575,TSKwL
